Post_ID,Comment,Icon,Comment_ID,Label
59,bạn chỉ tới đó thvv,:v,1804,
59,cúng,,1805,
59,qua đây bạn cho gỡvv,:v,1806,
59,nào hông chọc bạn,,1807,
59,haizz bạn ko gỡ đc cái bạn quạu,:),1808,
59,quê,,1810,
59,điên,,1811,
59,đi bù nề,,1812,
59,e ơi anh chơi với dc k,,1813,
59,còn ra,,1814,
59,đen quá bạn ạ,,1815,
59,đây đây là chị đây,=),1816,
59,đau đớn,,1817,
59,với tối về gỡ lại đã chơ lỗ quá trời r,,1818,
59,gặp nguyễn hoàng khánh ân xì lát,:),1820,
59,ngủ luôn đi,,1821,
59,t ngủ từ mồng tới mồng rồi mai mồng sụm nụ nhé ăn hết tiền m,,1822,
59,nay cho bốc ngủ linh cái xì lát,,1823,
59,ánh thư phắc phắc phắc phắc,,1824,
59,năm nay may mắn gõ cửa t,,1825,
59,vâng,,1826,
60,phải sở hữu một siêu năng lực chứ người bình thường không thể làm được như z,,1827,
60,ổn ko anh,:),1828,
60,đang gỡ,,1829,
60,ai cứu nổi,,1830,
60,ván bài này anh lỗ hơi nhiều êm à cụ thể là tỉ,,1831,
60,phải dùng năm để gỡ ro,,1832,
60,ngàn năm luôn chứ năm đã là gì x,;),1833,
60,đánh ván chốt lỗ,,1834,
60,mê cái cách cô ấy trả thù tôi,,1835,
60,còn mùng còn gỡ,,1836,
60,trôn trôn vn,:),1837,
60,mình thua thì mình buồn hoi,,1838,
60,chiều nay mình mặc đồ đỏ để gỡ lại vs mí tụi nó,,1839,
60,khok thiệt chớ,,1840,
60,chiều mang đồ hợp phong thủy nãy t xem rùi,,1841,
60,màu đỏ hở hâhha,,1842,
60,nô xem màu xanh nhó,,1843,
60,xanh lá cây hờ,,1844,
60,hong có màu nớ,:),1845,
60,này thì tố,,1846,
60,tố nó mới là game kỹ năng biết chưa,,1847,
60,ăn một thua mười,,1848,
60,ván lỗ,=),1849,
60,ý kha trương không chọc bạn nha,,1850,
60,ý kha trương hong đx chọc bạn,,1851,
60,sống năm cũng chưa có ngờ được cảnh này,,1852,
61,éo,,1853,
61,chắc ch,:),1854,
61,dui là dui,,1855,
61,mo phặc,,1856,
61,cho order thêm tháng nữa được khum,,1857,
61,khum e tự giác nghỉ đi,:),1858,
61,m báo,,1859,
61,háo hức,,1861,
61,háo hức rứa cho háo hức với,,1862,
61,bài tập của bạn ngày nữa đến hạn,,1863,
61,hết vui,,1864,
61,đang cố quên,,1865,
61,thật háo hức,=),1866,
61,đang ở đn nek háo hức qua,,1867,
61,thiệt ko,,1868,
61,giờ ni kiếp nữa thì háo hức,,1869,
61,cứu,,1870,
61,cố lên cháu nhed,,1871,
61,hức chưa,:),1872,
61,cho t thêm tuần nghỉ nữa,,1873,
61,nghe mùi say xe rồi,,1874,
61,t chưa có tâm trí đi học,:),1875,
61,háo hức quá,,1876,
61,t sợ dl quá quỳnh tề,,1877,
61,đừng háo hức dc k,,1878,
61,hắn kh tag mình trinh nà,,1879,
61,ròi háo hức dữ chưa,,1880,
61,khongggg,,1881,
61,không nha không nha,,1882,
61,ra rằm vô bà hì,,1883,
61,hì đúng rùi bà,,1884,
61,còn ch tròn tuần nx,,1885,
61,chuyển nhà háo hức quá,,1886,
61,háo hức háo hức,,1887,
61,bạn háo hức lắm phải khum,,1888,
61,nhớ cua lắm r,,1889,
61,cua cũng nhớ lệ lắm,,1890,
61,nghe choáng váng chưa đặt lịch vô mà sao nghe choáng dị,,1891,
61,đi ahihi,,1892,
61,mà,,1893,
61,chó tẩn thiệt,,1894,
61,khung thành due nhớ em,,1895,
61,ax còn em thì nhớ a,,1896,
61,chuẩn bị hẹn hò lại với deadline và teamwork nè,,1897,
62,lấy lộc thôi,:),1898,
62,cảm động rớt nước mắt,,1899,
62,ồn ào,,1900,
63,ước,,1901,
63,uầy bây đừng hối,,1902,
63,hong hối mà tự nhiên thấy nên nhớ bạn mình ây,,1903,
63,phải hối,,1904,
63,thoiii từ từ cũm đc mà chị,,1905,
63,nghe s khó khăn qué,,1906,
63,ai bảo khó do ko mún thuiii,,1907,
63,bao biện quá chị,,1908,
63,nguyên xích lại,,1909,
63,có bồ có bồ,,1910,
63,có đìm rùi,,1911,
63,có chưa,,1912,
63,mục tiêu tìm cường công làm ny,:),1913,
64,vụ này ko thể chìm xuống tháng vài chục triệu mà đi lấy cái thẻ vinid flex ko thấy nhục hả mấy em,,1914,
64,mình xin phép dc điểm danh vài gương mặt vàng trong làng đa cấp của tổ chức này tại cơ sở võ an ninh và lê đình lý tổ chức của tụi nó có tên gọi như sau dana crypto onebit ventures vườn ươm khởi nghiệp doanh nhân trẻ k thể k nhắc đến sếp ngô hằng tay cầm tiền tỷ độc lập kinh tế tự chủ về thời gian này nghe bọn trong đấy tự biên tự diễn chứ chưa xác nhận thực hư hay khoe mẻ từng tốt nghiệp đại học y nhưng mà nên biết y có y this y that y vẫn có tưởng có mác y nghĩ mình cao quý giỏi ra làm bác sĩ r chớ ai làm đa cấp má kém sang mụ leader mang tên kim lan này mà t tưởng k á bai ơi bai nhưng luôn miệng tự hào khoe với ae đã tốt nghiệp đại học ngoại ngữ dc năm chơi đồ ít thôi tự xưng dân ngoại ngữ ngành ngôn ngữ anh nhưng phát âm tiếng anh như gió chữ có chữ k làm người nghe chỉ biết cười nhạo hay tỏ vẻ thanh cao k thua gì sếp ngô hằng ông hoàng đạo lí kẻ hủy diệt ánh sáng bóng tối hân hạnh nêu danh anh trọng hiếu nhưng trải đời chắc cũng dc năm theo như chính chủ nói anh trọng hiếu nếu dc thì nên cùng chị kim lan đi học lại số đếm trước khi học về sự thành công trong môi trường đa cấp đấy luôn nhé má loan này hình như lấy mac dân kinh tế cho sang nhưng mà chắc cũng bỏ học để lòng đam mê đa cấp luôn rồi hay xử sv nghỉ học theo mẻ hại đời ngkhac nghiệp lắm nghe bé cha này chúa triết lí về sự thành công khải nên sống thực tế bớt ảo ma canada lại nha cậu này kbiet tay cầm dc tiền tỷ k chớ thấy fb khoe mẻ cứ phải gọi là cụ học ngành mis có tương lai lắm em ơi bỏ đa cấp đi mà làm người nhá chúng tôi tự hào vì là những con người thuộc thành phần đa cấp phó ban truyền thông bóng chuyền due đồ đó học kinh tế nhưng lại bị lừa về tiền tệ con cầm đầu cơ sở hòa khánh và liên chiểu nè hòa khánh liên chiểu nói nhiều mất hay sẽ update thêm vài gương mặt tiêu biểu nữa nhé đặc điểm chung của những con người này là hay đạo lí nhưng nói chuyện như kiểu sếp lớn đã từng lăn lộn với cuộc sống và trải đời nhiều năm để có dc sự thành công vĩ đại,,1915,
64,chị thôyyyy điii,,1916,
64,bạn à,,1917,
64,bạn chủ cfs ơi ib mình với ạ mình cần thêm thông tin để xử lý bọn này ạ,,1918,
64,tiếp tục series diệt trừ đa cấp thôi quý zị,,1919,
64,tự nhiên ăn tết xong quên trả bài lun,,1920,
65,mùng giá có tăng không,,1921,
65,gói yêu thử thì shao,:),1922,
65,chọn gói đi để tết này hong lạnh iem,,1923,
65,tôi chọn gói bạn bè,,1924,
65,quả là chị lan có khác phải đi đúng quy trình tìm hiểu trước tiên,,1925,
65,goào trường hợp ni toi chưa nghĩ tới kkk,,1926,
65,thoi hong sao lựa chọn rất đúng đắn,,1927,
65,chị độc thân nma ko vậy,,1928,
65,tới đi,,1929,
65,người tag là ng có nhu cầu,,1930,
65,bắt gặp chỉ làm thêm,^^,1931,
65,thời buổi kte khó khăn,,1932,
65,lén lén mà ai cũm thấy,,1933,
65,gói a hay z,,1934,
65,cho e lấy hết đi c,,1935,
65,thiết kế cho t,,1936,
65,có gói nào quét màng lun không,,1937,
65,giàu thì triển kìa,,1938,
65,mới ib r,,1939,
65,bao ik ăn ik chơi là zui r k cần phí,,1940,
65,combo trọn đời giá bao nhiêu ạ,,1941,
65,t gói anh bác sĩ gói nhé,,1942,
65,lấy gói nào đây,,1943,
65,dả vờ iu đi e,,1944,
65,gói nớ mặn quá,,1945,
65,từ a đến â đi e,,1946,
65,kiếm thêm tiền ngày tết mài,,1947,
65,móa,:),1948,
65,nghe nói em đang cô đơn,,1949,
65,mua gói premium coi,,1950,
65,bank qua đi r tự nhiên có,,1951,
65,gã nhanh con vợ,,1952,
65,ủa anho,,1953,
65,có lộn ngừi hân zị,,1954,
65,tạo điều kiện để tag tiếp ngọc nhi,,1955,
65,t gói a m gói z,,1956,
65,làm gói lãng mạn với gia đình đi bạn khachuy nguyen cho tết này ko cudon,,1957,
65,nguyên combo trọn đời giá nhiu,,1958,
65,bạn cần,,1959,
65,lên đây,,1960,
65,nào e lên có a mô đẹp nhớ alo e hi,,1961,
65,đầy đủ tối lên liền he,,1962,
65,tối làm cỗ cúng rồi c ơi,,1963,
65,hahah rứa hả rứa ra năm he,,1964,
65,cần đt hơn á,,1965,
65,hay tớ đi đăng kí kiếm tiền nhỉ,,1966,
65,hôn kiểu pháp là ren linh,,1967,
65,khong có biết,,1968,
65,để t book thử rồi rì viu cho,,1969,
65,ta mệt nha,,1970,
65,năm nay ấy đi cho đỡ cô đơn,,1971,
65,dí bạn tội bạn z,,1972,
65,cho em đấm hắn cái đầu năm,,1973,
65,có nhu cầu ib ad nhóe ad kiếm xiền đánh tiến lên xì dzach,,1974,
65,bank nhanh có dịch vụ nào tốt nhất không ạ,,1975,
65,bank nóng là có vợ luôn khỏi có bồ,,1976,
65,xin stk để bank,,1977,
66,mình xin phép dc điểm danh vài gương mặt vàng trong làng đa cấp của tổ chức này tại cơ sở võ an ninh và lê đình lý tổ chức của tụi nó có tên gọi như sau dana crypto onebit ventures vườn ươm khởi nghiệp doanh nhân trẻ k thể k nhắc đến sếp ngô hằng tay cầm tiền tỷ độc lập kinh tế tự chủ về thời gian này nghe bọn trong đấy tự biên tự diễn chứ chưa xác nhận thực hư hay khoe mẻ từng tốt nghiệp đại học y nhưng mà nên biết y có y this y that y vẫn có tưởng có mác y nghĩ mình cao quý giỏi ra làm bác sĩ r chớ ai làm đa cấp má kém sang mụ leader mang tên kim lan này mà t tưởng k á bai ơi bai nhưng luôn miệng tự hào khoe với ae đã tốt nghiệp đại học ngoại ngữ dc năm chơi đồ ít thôi tự xưng dân ngoại ngữ ngành ngôn ngữ anh nhưng phát âm tiếng anh như gió chữ có chữ k làm người nghe chỉ biết cười nhạo hay tỏ vẻ thanh cao k thua gì sếp ngô hằng ông hoàng đạo lí kẻ hủy diệt ánh sáng bóng tối hân hạnh nêu danh anh trọng hiếu nhưng trải đời chắc cũng dc năm theo như chính chủ nói anh trọng hiếu nếu dc thì nên cùng chị kim lan đi học lại số đếm trước khi học về sự thành công trong môi trường đa cấp đấy luôn nhé má loan này hình như lấy mac dân kinh tế cho sang nhưng mà chắc cũng bỏ học để lòng đam mê đa cấp luôn rồi hay xử sv nghỉ học theo mẻ hại đời ngkhac nghiệp lắm nghe bé cha này chúa triết lí về sự thành công khải nên sống thực tế bớt ảo ma canada lại nha cậu này kbiet tay cầm dc tiền tỷ k chớ thấy fb khoe mẻ cứ phải gọi là cụ học ngành mis có tương lai lắm em ơi bỏ đa cấp đi mà làm người nhá chúng tôi tự hào vì là những con người thuộc thành phần đa cấp phó ban truyền thông bóng chuyền due đồ đó học kinh tế nhưng lại bị lừa về tiền tệ con cầm đầu cơ sở hòa khánh và liên chiểu nè hòa khánh liên chiểu nói nhiều mất hay sẽ update thêm vài gương mặt tiêu biểu nữa nhé đặc điểm chung của những con người này là hay đạo lí nhưng nói chuyện như kiểu sếp lớn đã từng lăn lộn với cuộc sống và trải đời nhiều năm để có dc sự thành công vĩ đại,,1978,
66,đầu xỏ lùa gà gọi tên ngô hằng để mn biết thêm thì sếp ngô hằng hay núp lùm sau những chiếc acc clone mang tên phan đỗ vân thùy và quang hiếu để combat trực tiếp những ai gọi tổ chức của mình là đa cấp dị quá ơi,,1980,
67,du học sinh ngũ hành sơn,,1981,
67,vịt kiều đà nẵng nhật ni,,1982,
67,nay nhật ni làm vịt kiều mỹ rồi mỹ khê,,1983,
67,mà,,1984,
67,du học đn,,1985,
67,e co no mi,,1986,
67,e điu cây sần,:),1987,
67,ai chớ nọ f em,,1988,
67,em chắc chưa,:),1989,
67,ielts lên tiếng đi ạ,,1990,
67,ai chứ em hông coáaa,,1991,
67,nghe nói chị gõ gàng,,1992,
67,ai nói ác ghê,,1993,
67,này chắc là cỡ cỡ cí nết chị,,1994,
67,học ngành international business nữa á em,,1995,
67,nghe sang hẳn,,1996,
67,ngạo nghễ due,,1997,
68,chiến thần,,1998,
68,ms nữa hộp à,,1999,
68,ký bò khô nữa,,2000,
68,ăn cho ải chỉa luôn,,2001,
68,may quá mới hết khô bò thoi gà vẫn còn,,2002,
68,thật sự là đã hết bánh gấu,,2003,
68,thú vui khi về quê là hết lục tủ lạnh của nhà mình rồi tủ lạnh nhà ông bà,=),2004,
68,hết hộp r,,2005,
68,đứa con páo,,2006,
68,đang ăn luôn má,,2007,
68,hết mấy tấn r,,2008,
68,ê ta hết sạch quà tết cái vèo lun mi trống vắng vl,,2009,
68,ăn khô gà trong ngày,,2010,
68,ăn ác,,2011,
68,lưa hộp nựa thì mần té đi luôn kkk,,2012,
68,đạp cho h kk,,2013,
68,chắc ăn hết rồi chứ gì,,2014,
68,sao bạn nói vạy mình ăn kiêng,,2015,
68,ăn từ lúc về đến giờ,,2016,
68,sáng dậy ăn trưa ăn chiều ăn tối ăn khuya lục tủ lạnh măm tiếp bảo sao ko nhanh hết,,2017,
69,nghỉ nghĩ,=>,2018,
69,bỏ đi em còn nhiều anh sẽ gây đau thương cho em gấp đôi,,2019,
69,m nghĩ anh mô,,2020,
69,ê t học co khí,:),2021,
69,ủa dị hả anh nớ học chi hê,,2022,
69,ôi là trời coi chừng sau cúp điện nhà mình,,2023,
69,drama của trường nào đấy,:),2024,
69,cơ khí khóa nào nữa chứ em lỡ nhầm bạn hưng nguyễn là không được đâu ấy,,2025,
69,giỡn hay thiệt k biết nữa,,2026,
69,em ơi thằng nào làm gì em thì em nói tên ra được không người yêu anh overthinking xong vừa tra khảo anh đây này,,2027,
69,uy tín ae dut,,2028,
69,thấy thì lo chạy đi,,2029,
69,bạn à,,2030,
69,tồi thế bạn,,2031,
69,tồi nhỉ,,2032,
69,oan cho trai bk quá m ơii trai bk khờ lómm,,2033,
69,suỵt bậy,,2034,
69,úi sao lại suỵt có j thì nói ra ik chứ năm mới j che dấu v,,2035,
69,chuyện cũ mình bỏ qua đi đc k,,2036,
69,yes chuyện cũ mik bỏ qua ik hêy rồi cười hahaha ik,,2037,
69,ms nói xong,,2038,
69,a tồi vllll,,2039,
69,oan cho tôi quá thưa luật sư,:),2040,
69,tôi đã có ảnh chụp màn hình để làm bằng chứng trước tòa rồi,,2041,
69,đúng ko bạn,,2042,
69,mấy anh ni hư quá để đó giang về dạy lại hết,,2043,
69,hông mấy đừng yêu trai bk chuyển qua yêu gái bk đi em chung tình,,2044,
69,gớm quá,,2045,
69,sao zậy có em linh còn đòi e nữa zậy mấy a,,2046,
69,linh linh cđb trai cơ khí ai chớ k phải anh thực rồi đó,,2047,
69,trai bk ni có z ko hai,,2048,
69,mấy thằng dut ni đây,,2049,
69,bk thì có hust vs hcmut là có tiếng núa thôi bạn chớ dut nó xoàn quá,:),2050,
69,thẳng mặt,,2051,
69,chắc luôn,,2052,
69,trờiiii có gì ib riêng chứ trời coi con bé đó kìa,,2053,
69,bạn xem sao đừng để phốt nhé,,2054,
69,trình độ tôi sao cao thế được còn đang ế,,2055,
69,zai bk gái kinh tế,,2056,
69,tồi,,2057,
69,haiz,,2058,
69,chắc nói trần hiếu đó út ni,,2059,
69,đốt pháo đc rồi đừng đốt nhà,:),2060,
69,sao ko gởi qua sinh viên bách khoa confessions bây,,2061,
69,life lessons,,2062,
69,anh trai khoa cơ khí mà cô à,,2063,
69,khác ngành nhưng chung lò với em rồi,,2064,
69,cô trò với nhau k nên bêu xấu nhau cả,,2065,
69,cuối năm rồi sao để họ chửi dữ dẹ,,2066,
69,thống anh có nhắn xin lôĩi ròi mà,,2067,
69,tết nhất rồi sao a làm v,,2068,
69,này k phải a a ch có ny e,:),2069,
69,phải b ko,,2070,
69,trai bk trong truyền thuyết,,2071,
69,xợ hãi,,2072,
69,bạn coi thag nguyễn minh đại làm rứa mà coi đc để người ta qánh giá,,2073,
69,tội bạn nguyễn minh đại m,,2074,
70,hên thì không sao xui thì lúc chấm nếu em làm đôi mà không ghi số tờ có thể trong không được chấm á tại thầy cô nghĩ em làm có một tờ thôi,,2075,
70,em lh số này nha giờ hành chính,,2076,
70,tranh cử làm cán bộ lớp nằm trong ban chủ nhiệm của clb tham gia các cái mục ngoại khóa mà cần có giấy chứng nhận,,2077,
70,nhảy lên nha em còn cái thì em cứ kệ nó đi e,,2078,
70,đúng rồi đó cái nó không liên quan chi cả,,2079,
70,anh chị ơi cho em hỏi đầu năm vì đồ thể dục lỗi nên em có đổi lại nhưng giờ hết kì luôn rồi mà vẫn chưa nhận lại đồ thể dục mới thì phải liên hệ ai đây ạ thầy thể dục kì cũng không biết ạ,,2080,
70,achi cho e hỏi lúc thi toán e quên số tờ vào giấy thi thì có làm sao kh ạ,,2081,
70,không biết là có lớp nào như lớp mình không lớp thì gần nữ mà khi đăng kí tham gia đá bóng của khoa thì lại không được đội nào không biết mọi người nghĩ sao về việc này ạ ít ra tham gia trận cũng được mà tại sao lại hông thấy các bạn tham gia hông biết mọi người nghĩ sao về vấn đề này ạ,,2082,
70,em chào ac và mn ạ dạ học phí quân sự là đóng trước ngày em chuyển tiền vào tk đông á trước nhưng trưa nay em check lại thì thấy bị trừ vào tiền giữ xe nên tk k đủ cho quân sự sau đó em có ck liền tiền vào tk em chờ mãi mà không thấy hiện đã nộp học phí cho em hỏi có sao không ạ và nếu cần thì liên hệ cho ai ạ tại vì em cũng về quê rồi ấy ạ,,2083,
70,nếu điểm rèn luyện không đủ thì em nên làm gì để tăng điểm rèn luyện ạ,,2084,
70,điểm em có nhảy trước khi thi em hỏi thì nghe là điểm này từ môn có con thành phần đúng không ạ tạm gọi môn x nha em thắc mắc là khi môn x này nhảy điểm thì nó sẽ nhảy như nào ví dụ môn x này tín tổng tín và em được điểm b thì lúc điểm nhảy mình được cộng luôn hay là đã nhảy lúc đầu vậy ạ,,2085,
70,là lúc tính điểm này bỏ đi luôn đúng không ạ,,2086,
71,ơ ai ghẹo gì bạn,,2087,
71,th cha hiếu connguyễn huy việt cường,,2088,
71,wtf ren nghe ngang ngược rk,,2089,
71,coi chừng đi chùa,,2090,
71,bớt dắt,,2091,
71,thôi nhỉ,,2092,
71,ý có chơ k thôi dc,,2093,
71,ae cẩn thận trap gỉl athu miu,,2094,
71,gì vậy cậucậu nói thé thì mìn nghỉ chơi,,2095,
71,anh này đúng không chị,,2096,
71,nói mất uy tín a rứa linh hèe,,2097,
72,vô giải thích cho ngta hiểu kìa sếp hằng,:),2098,
72,hông mấy mình làm luôn seri cho em hóng một thể đc ko ạ,,2099,
72,cảm ơn bạn công đức vô lượng,,2100,
72,toàn ng wen,,2101,
72,đồng nghiệp cũ phải koo,,2102,
72,bữa thấy đổi tên luôn r pr,:>,2103,
72,lại là dana,,2104,
72,lại là dana,,2105,
72,cho biết,:),2106,
72,roài xong dana cờ ríp tồ luôn,,2107,
72,đọc cho biết,,2108,
72,sao m tag t mà đứa khác tym z,,2109,
72,kì ni đã luôn á,,2110,
72,má nhỏ nào chơi dí mấy bé đa cấp cả tuần z biết làm z chị zui lắm ko,,2111,
72,dui dẻ dui dẻ tụi đa cấp trấn an nhau kiểu tụi này ăn hông được nên phá,,2112,
72,thì bọn bây ăn không được thật mà có sai đâu nghèo thì nghèo xơ nghèo xác nghèo còn ngu người lập trường vững có kiến thức biết mình đang làm cái gì thì sợ chi cha mấy cái bài này đợi tháng nữa bitcoin halving thì hệ thống vosting xong ai cũng nhận được vài trăm triệu đến tiền tỷ thì lũ phốt bọn bây mới quê ngập mặt lúc đấy bản thân tụi bây tự biết mình sai cần gì nhiều chuyện ai rảnh mà đi chấp mấy đứa nghèo ngửa tay xin tiền ba mẹ như bọn bây nói chuyện với bọn mày có kiếm ra tiền được đâu nên ai rảnh mà vô đôi co với bọn mày,,2113,
72,bị lừa à ai lừa mày dự án lừa hay tổ chức lừa tiền mày nằm trong dự án dự án sập thì thằng chủ dự án lừa chứ tổ chức có giữ ngàn bạc nào của m không sao m không nhìn theo chiều sâu của vấn đề thời điểm bị scam ai cũng mất tiền chứ có phải riêng mình m đâu được bị mất tiền tỷ còn phải bán chiếc mec để trả cho tụi bây mà sao con người m ấu trĩ ích kỹ giữ thế t cũng bị lừa mấy lần sao t ko oán trách như m h t kiếm lại đc hơn số tiền bị mất nữa những người đứng đầu cơ sở họ cũng như m họ cũng bị mất tiền sao họ ko oán trách hay rời bỏ tổ chức mà họ vẫn đồng hành h họ lấy lại được số tiền bị mất nói thật h m còn đồng hành thì việc m đánh mấy con kèo up trend hay spot và dca thì t nói thật m dư sức lấy lại vốn và còn h lãi vài trăm triệu cũng có đấy tầm nhìn m ngắn hạn quá thôi,,2114,
72,lừa mấy lần nhưng vẫn kiếm lại lạ gì kiểu văn vừa đấm vừa xoa của tụi bây nữa ok nếu tụi bây đúng thì qua ielts fighter mà giải thích họ nghe kìa họ cũng bất ngờ khi dc tụi bây chọn mặt gửi vàng đi lấy thông tin khóa học để fake bill đó,,2115,
72,cúi cùng cũng có bài phốt à,,2116,
72,dzui ơi quá xá là dzui,:),2117,
72,dị chớ cũm có nhìu ng đam mê lém,,2118,
72,hay là em vs chị đi đầu tư đi r đem tiền về cho mẹ,:),2119,
72,ba mẹ khok thét,,2120,
72,tự dưng lên bài mất đường làm ăn của người ta ghek,,2121,
72,qaooooo,,2122,
72,thật bấc ngờ,,2123,
72,ê tổ chức của tụi bây kìa,,2124,
72,ra tết xin chân zô động dana crypto chơi đi,,2125,
72,t phán là k sai há há,,2126,
72,ngu ngôk thiệt,,2127,
72,vào check cmt fb đọc sáng mắt ra kỹ năng lừa đảo cũng giỏi đấy nhưng tôi éo tin vào những lời của tụi bây đâu,=),2128,
72,bổ sung đồng nghiệp vũ hường với quang hiếu nữa nè,,2129,
72,ghê luôn nghỉ t là nh luôn cần inb call t chửi cho nge để xem giọng t là giọng nam hay giọng nữ nhé,=),2130,
72,mình là chủ nhân acc vân thùy đây bạn phiền bạn xóa giúp mình cái cmt nhìn bạn đoán mà chán vailone ra ấy đoán trật lất mà nghỉ mình đúng tỏ ra hay ho như thật,=),2131,
72,trang này chỉ dùng để comment dạo thời gian em ngồi đây em bảo bọn anh đi lừa sinh viên thì bọn anh cùng những người bọn anh mời vào đây kiếm được tiền triệu hằng ngày đấy em à em đi hỏi những người đầu tư gần đây xem có đứa nào mất trắng tiền chưa thời buổi bây giờ không dễ dành lừa người khác bỏ cả trăm triệu vào dự án lừa đảo đâu em bọn anh minh bạch rõ ràng họ cảm thấy uy tín nên bỏ tiền đầu tư chứ không phải úp úp mở mở dụ người khác vào để lấy tiền bọn họ bọn anh tin vào độ uy tín dự án và công nghệ của dự án nên bọn anh mới đầu tư chứ bọn anh cũng không có ngu mà bỏ cả đống tiền vào dự án không rõ ràng hay scam nếu những người bọn anh mời vào mất trắng tiền thì bọn anh cũng mất trắng nên bọn anh vì bọn anh cũng đầu tư như họ nên bọn anh sẽ không để điều đấy xãy ra nên em cũng không cần phải lo về những người khi đầu tư sẽ mất trắng tiền đâu nhé không có chuyện đấy đâu em nhé anh khẳng định với em luôn đấy làm việc nhiều lên và bớt sân si hộ anh em nhé,,2132,
72,mình có người bạn cũng nhẹ dạ cả tin là bị lừa tại cơ sở võ an ninh lúc trước nó đi làm thử vài hôm rồi về kể mình nào là được họ nhiệt tình tư vấn rồi ngày nào lên cũng bắt nó nói chuyện với nhiều người nói lần mấy tiếng đồng hồ như đang tiêm nhiễm vào đầu sinh viên một năng lực siêu phàm nào đấy được sinh hoạt vui chơiđi du lịch hay tham gia các sự kiện rồi được chỗ đó khao ăn những món ngon các thứ thế mà ngày vui chơi đó lại được hẳn là mình đã thấy không tin rồi là biết lừa đảo rồi nên mình quyết định tới cái độngnày xem thử mấy người đó đang làm trò con bò gì chu choaa công ty concủa tập đoàn lớn gì mà mở ngay trên tầng của quán café còn nhỏ hơn sân nhà nữa bàn ghế nhựa cũ kỹ nữa cái cầu thang đi lên mà cứ sợ sập vì nó gần mục nát mình cũng vờ ngây ngô xem họ dở ba trò yêu gì mà con bạn mình lại tin như thế trời quơi nghĩ sao nổ banh xác luôn nào là làm này ai cũng dư tiền mua nhàxe xịn thế mà lúc về mình thấy phương tiện của họ không như lời họ nói mình cũng thử chịu khó ngồi nghe ổng bả nói gì mà mình đau cả đầu nói nhiều dã man trước khi đi mình cũng tìm hiểu rồi bẻ lại mấy câu cái họ tịt đường không trả lời được rồi họ kêu mình thông minh nhạy bén đồ nhìn mặt uy tín đồlà thích hợp với cv lừa đảo này hay gì độ tuổi trong này toàn non xèo mà cứ ra vẻ trải đời còn nhiều cái thú vị hơn nữa nào rảnh nghe họ nói nhảmcho họ mất công tí mà tới khúc cuối mình về chứ dại gì ký giấy nộp tiền mà kiểu nghe họ nói mình mắc cười vãi nghe là biết mấy người này không được bình thường rồi kiểu biết họ nổ nhưng mình vẫn ngồi nghe cho họ mỏi miệng chơi rồi mình cười nửa miệng ấy chắc mấy ổng bả cay lắm tưởng lừa đc ai ngờ mình về hơi kèm theo câu nói chắc họ sẽ ngủ ko đc thế mà bạn mình cũng tin cho được hỏi ra mới biết là do bạn mình đi tin người bạn đang làm ở trong đó mình cũng không ngờ bạn kia vì cty tào lao này mà đi lừa bạn của mình đánh mất mqh cũng như lòng tin của người khác quá tệ,:),2133,
72,review đúng từ đầu đến cuối y hệt như mình hồi đấy chỉ có điều là mình nhận ra sớm hơn khi kh có kí giấy này nọ của bọn đấy vì mình chỉ lên đấy có lần,,2134,
72,ng ta họ tỉnh thức chưa nè,,2135,
72,tag bé zân thùy vào đính chính đi nè chòi,,2136,
72,thấy mấy bài như ri lo núp chớ họ nói đúng quá hơi rén phan đỗ vân thùy,,2137,
72,khi trưa cãi sung lắm mà tag zô cái núp hết rk chời,,2138,
72,bạn ni nói đúng k hằng,,2139,
72,ai nghèo về báo ba mẹ nhà được mấy trăm triệu là giàu hả em chị không giàu hơn tất cả nhưng mà chị khẳng định chị giàu hơn cả đứa trong đene á em lúc chị đi làm chị dòm vp như tệ nạn á em đi làm đ có tiền nên cầm cái hộp đi xin mỗi người miếng á em nhà đầu tư lớn mà ăn đồ ăn ko trả tiền m ơi khè cái sh bằng tiền ông bà già con trả góp nữa thì căm giùmmmm t có tiền mà t hông thích cái dự án của má má ơi có mà ko thèm ăn á má t ba mẹ chủ động cho tiền tiêu chứ ko phải là về đòi ông bà già mấy trăm triệu ó đẳng cấp khác nhau ở đó,,2140,
72,ăn bám gia đình không kiếm được thu nhập cap thì đừng lên tiếng nhé xin lỗi chứ ae làm trong dana tháng vài chục triệu chứ không ít đâu nhé m chưa hiểu hết thì đừng lên tiếng nhé tháng nào họ cũng gửi tiền về cho cha mẹ chứ ko phải là ăn không ngồi rồi để ba mẹ cho tiền như m nếu m giàu thì m cũng không cần để ba mẹ cho tiền đâu m lấy cơ sở ở đâu mà khẳng định sh họ mua là trả góp tiền cha mẹ muốn biết thu nhập thế nào thì vào trang cá nhân những người đứng đầu cơ sở mà xem nhé họ mua ô tô và mua đất luôn rồi đấy nhé m đừng có khẳng định là không có và cũng đừng có nhìn những người mới làm tháng mà khẳng định họ nghèo họ thất bại m đừng có nhìn người rồi đánh đồng cả tổ chức họ cũng như vậy h m đi bất kỳ chỗ làm nào cũng có người này người kia thôi hãy nhìn tổng thể chứ đừng có tự ái đi nhé,,2141,
