Unnamed: 0,Page_Group_ID,Post_ID,Post_Time,Post_Content,Comments_Size,Total_Interactions,Haha,Thích,Buồn,Yêu thích,Thương thương,Wow,Phẫn nộ,Label,Sublabel
73,P_CFS,73,2/6/2024 18:30,mấy bạn nữ học due cho mình hỏi có thật là trường kinh_tế_học nặng thật không vậy sao mình nghi người_yêu mình có người khác quá tin nhắn thì rep chậm lý_do em đang chạy deadline em đang làm bài_tập tết tết_nhất cũng có deadline nữa hả sao ngày nào em cũng chạy deadline suốt nhắn hỏi nhiều quá em bực_mình luôn,67,336,174,128,32,2,0,0,0,Tâm sự tình cảm,
74,P_CFS,74,2/6/2024 16:00,chưa tết mà tập rút_ruột sớm quá_vậy,4,73,44,21,6,2,0,0,0,Ngày lễ,
75,P_CFS,75,2/5/2024 21:20,chào mọi người tại đà_nẵng mình là tuổi con lai đang học ở việt nam sau thời_gian ở mỹ trong dịp tết này mình muốn tìm một nửa để cùng nhau tận_hưởng những khoảnh_khắc vui_vẻ đặc_biệt là thích đi cà_phê và chụp ảnh bằng máy_ảnh nếu bạn nào quan_tâm và muốn có một mối quan_hệ ý_nghĩa hãy để lại tin nhắn cho mình nhé hy_vọng sẽ gặp được người đặc_biệt trong dịp tết này,61,99,36,56,0,7,0,0,0,Tâm sự tình cảm,
76,P_CFS,76,2/4/2024 20:50,mong admin duyệt bài mình mình viết bài này để cảnh_báo cho các bạn sinh_viên đhue về việc kiếm việc_làm thêm liên_quan đến đa cấptiền ảo chuyện là mình có đứa em_trai mới học đhue được năm vì gia_đình mình cũng bận_rộn nên không hay gọi hỏi_thăm nó thường_xuyên cho tới dạo gần đây mình mới để_ý nó hay đăng mấy cái bài viết về tiền ảo bitcoin các thứ ban_đầu mình nghĩ chắc nó học kinh_tế tài_chính nên cũng nên biết_mấy thứ này nên cũng không hỏi cho đến một hôm nó nhắn hỏi mình xin tiền học ielts và giao_tiếp mình bảo học ielts đắt lắm hay_là em học giao_tiếp trước thôi cũng được nhưng nó không chịu nó xin mình chưa xong thì đến gọi xin bố_mẹ bố_mẹ hỏi mình xong định gửi tiền thì mình ngăn và bảo rằng thôi để mình lo tiền học ielts cho nó nó bảo khóa học ielts đó triệu gửi mình luôn cả lộ_trình học điểm test đầu_vào nghe vậy mình cũng nghĩ nó có ý học thật nên chuyển_khoản luôn triệu để nó đi đăng_ký mình cũng dặn nó là đăng_ký xong thì gửi hóa_đơn về cho mình xem luôn thế_là sự_việc bắt_đầu_từ đây nó đăng_ký xong im_lặng tuần mình không thấy nó nói gì về học ielts nên hỏi nó bảo nó gửi bố_mẹ xem rồi vì bố_mẹ ở quê đâu để_ý tới khi mình xem cái hình mẹ đưa thì đã quá muộn nó lừa mình mọi người ơi cái_hóa đơn đó giả luôn tất_cả thông_tin của trung_tâm dạy ielts gần đhue mình gọi hỏi thì trung_tâm nói rằng em mình có tới xin tư_vấn nhưng chỉ lấy thông_tin khóa học chứ chưa đăng_ký mình tức điên người mình đặt xe ra thẳng đà_nẵng để hỏi nó thì nó bảo đã nộp triệu đó vào tiền ảo rồi mình mới hỏi vì_sao nộp vào đó thì nó một_mực khẳng_định nộp vào sẽ có lời rất nhiều kèm theo những câu từ chẳng khác gì mấy cái phóng_sự đa_cấp mà hay nghe trên tv mình có hỏi nó nộp vào chỗ nào thì nó một_mực không nói thế_là mình đi lục facebook của nó từ bài viết đến like comment thì cũng phát_hiện được nó đang tham_gia cái tổ_chức gọi là trnddf nó bảo đứa bạn cùng lớp ở đhue rủ nó tham_gia sau đó thấy dễ kiếm tiền này kia các thứ nên nó quyết_tâm đầu_tư vào luôn mình tra cái tổ_chức này thì thấy toàn là mấy bạn sinh_viên học đhue greenwich spkt và cũng thấy rất nhiều bài đăng tuyển_dụng marketing cho cái này nhưng thực_chất là lừa gà đa_cấp nên mình mới cảnh_báo đặc_biệt là các em năm năm cần kiếm tiền để làm sinh_hoạt_phí tuần ở với nó khiến mình nhận ra rằng nó không còn là em mình nữa ngày_xưa nó ít nói rụt_rè bao_nhiêu thì bây_giờ lại nói như cái máy và toàn nói về những như sự thành_công_sự trưởng_thành y chang mấy cái khóa học đa_cấp vậy mình xách đầu nó lên trường hỏi thì mới biết cả kỳ này nó gần như_không đi học nữa kể_cả thể_dục giờ mình quyết_định sẽ xin trường cho nó bảo_lưu kỳ hoặc đến khi nào nó dứt khỏi cái thứ đó thì may_ra mình cũng chưa biết sẽ phải nói bố_mẹ làm_sao nữa thời còn sinh_viên mình cũng đã từng chứng_kiến người bạn cùng lớp vì đồng_tiền mà chạy theo đa_cấp rồi h bị tâm_thần luôn mình không ngờ là nó sẽ xảy đến với em mình nếu mọi người đang có người quen gặp vấn_đề giống mình thì chia_sẻ cho mình biết nhé,100,268,8,168,88,2,0,2,0,Cảnh báo,
77,P_CFS,77,2/4/2024 18:34,tôi nằm trên giường mệt_mỏi sau một ngày dài một người dùng chia_sẻ,11,186,89,74,22,1,0,0,0,Khác,
78,P_CFS,78,2/4/2024 15:00,nhà có đứa con đang học đh khách đến chúc tết vui_lòng không hỏi chừng nào có học_bổng nó cáu lên nó đánh gia chủ không cản được xin cảm_ơn,10,209,95,82,30,0,2,0,0,,
79,P_CFS,79,2/4/2024 11:43,dueers đi làm tóc nhớ để_ý nhé ăn tết xong là còn gặp lại bạn_bè đó đừng để nó chọc,13,147,94,40,12,1,0,0,0,Ngày lễ,
80,P_CFS,80,2/3/2024 21:29,tết không không quần_áo mới không có tiền không có người_yêu,3,112,28,60,21,1,1,1,0,,
81,P_CFS,81,2/3/2024 20:00,xin chào em xin phép vào thẳng vấn_đề luôn em đang học đại_học y ở đà_nẵng em muốn tìm một nửa của mình ở trường kinh_tế em là nữ_cao ngoại_hình ổn em có đủ đức_tính y_tế tử_tế tinh_tế và thực_tế nhưng em thiếu kinh_tế và còn lâu em mới ra trường nên em cần lắm một anh người_yêu kinh_tế mau giàu để tạm gánh_vác gia_đình đợi em cầm được bằng và chứng_chỉ hành_nghề yên_tâm đi đầu_tư vào em tầm năm sau em thành_danh anh sẽ không lỗ đâu thả tim em tìm đến anh nha_anh,128,432,262,111,17,41,0,1,0,Tâm sự tình cảm,
82,P_CFS,82,2/2/2024 20:30,tết_nhất mở cũng phải hỗn_hào,17,180,125,39,16,0,0,0,0,Ngày lễ,
83,P_CFS,83,2/2/2024 18:30,chào mọi người mình là sinh_viên năm x và mình muốn chia_sẻ câu_chuyện của mình mình không biết trường mình có thế_giới tâm_linh huyền_bí nào không mà mỗi lần đi học mình toàn thấy người_yêu cũ bình_thường thật_sự mà nói trong một khoảng thời_gian dài mình học_tập tại trường đến mặt mấy đứa bạn thân_thiết của mình cấp mình còn chưa từng tình_cờ gặp trên trường nữa mà thật không hiểu sao mình đi học là toàn đụng phải mặt người_yêu cũ lần trên trường không cùng khóa không cùng ngành không có_lý_do gì mà dễ gặp cả mới sáng mở_mắt đến trường thì gặp người_yêu cũ từ sân trường bãi giữ xe tới tận đi vào nhà vệ_sinh cũng thấy bóng_dáng gần đó là tín_hiệu gì đây mọi người trời ơi cứ thế mình bị ám_ảnh cái con_người đó mình thấy là mình chạy mình trốn con bạn mình hỏi mày gặp đòi nợ hay gặp ma mà chạy dữ vậy_mà nó nào có biết mình gặp người_yêu cũ đâu còn đáng sợ hơn cả mấy cái nó nghĩ nữa kìa có hôm đang ngủ mà nằm_mơ phải chạy trốn trên trường để không đụng mặt người_yêu cũ ngày_ngày niệm thần_chú trước khi đi học là cho con đừng thấy người_yêu cũ cứ thế sau những ngày_tháng đụng mặt dai_dẳng nhau trên trường thì bọn mình trúng tiếng sét ái_tình của nhau thế_là mình và thằng_cha hách_dịch đó à không bây_giờ là anh_chàng bé_nhỏ của em chớ nhỉ cũng quay lại thầm cảm_ơn vì thế_lực tâm_linh ở trường đưa lối chúng_mình quay lại,44,111,70,38,3,0,0,0,0,Tâm sự tình cảm,
84,P_CFS,84,2/2/2024 14:15,vật_chất quyết_định ý_thức,8,337,174,136,23,3,1,0,0,Khác,
85,P_CFS,85,2/1/2024 20:25,hiện_tại mình thấy có nhiều bạn sinh_viên tìm việc_làm thêm đều dính vào tổ_chức này và tiện đây mình có thấy bài của bạn kia có thắc_mắc về tổ_chức này nên mình cũng góp_ý luôn xin giới_thiệu trước thì mình cũng đã từng là con gà của tổ_chức này rồi lúc đó mình sinh_viên năm nhất muốn tìm việc_làm kiếm thêm chút tiền thì bị lùa vào thôi nói ngắn_gọn dễ hiểu thì tổ_chức này nó là đa_cấp bản province bình_thường đa_cấp sẽ dụ_dỗ mình mua sản_phẩm hay gì đó nhưng cái tổ_chức này bọn nó sẽ thao_túng rằng mình cần phải cố_gắng để được bọn nó đồng_ý cho tham_gia và phải học được kiến_thức từ bọn nó mới được bọn nó đồng_ý thì mình mới được bỏ tiền vào bị thao_túng như_vậy nên mình sẽ bớt đề_phòng vì nó không giống đa_cấp bình_thường là mình vừa vào sẽ phải bỏ tiền ra trước để tiếp_tục làm này làm kia tóm lại khi tham_gia vào tổ_chức này các bạn chỉ ôm cục nợ to_đùng vì nó là lùa gà đầu_tư và các bạn sẽ tốn rất nhiều thời_gian dẫn đến việc học bị ảnh_hưởng có_thể phải bỏ học ngoài_ra khi bạn không đủ tiền hoặc xoay tiền không kịp để nộp cho bọn nó đúng deadline thì các bạn sẽ được tổ_chức này hướng_dẫn rất nhiều cách lừa gia_đình bạn_bè để có tiền nộp ví_dụ như xin tiền gia_đình học ielts là điển_hình và dễ gặp nhất vì các bạn là sinh_viên bọn này sẽ thuyết_phục các bạn rằng khi các bạn lừa gia_đình như_vậy sẽ không phải lo gia_đình biết vì khóa học ielts bình_thường khá lâu nhưng chỉ cần một khoảng thời_gian thì các bạn đã có_thể lấy lại số tiền các bạn lừa gia_đình bonus thêm nếu các bạn bảo rằng gia_đình hiện_tại rất khó_khăn và bố_mẹ các bạn rất khổ thì bọn chúng không ngại bảo các bạn rằng ba mẹ của em đã khổ bấy_lâu_nay rồi thì bây_giờ để cho họ khổ thêm nữa cũng có sao đâu mình đầu_tư sau_này có kết_quả rồi mình sẽ bù_đắp cho họ sau và nó đánh đúng vào trọng_tâm tình_cảm và sự tiếc tiền của sinh_viên chúng_mình một_khi đã dính vào thì các bạn sẽ ngại việc dừng lại vì các bạn sợ khi mình không còn làm nữa sẽ mất_trắng số tiền đã bỏ vào đây là tên của tổ_chức đó để các bạn né dana crypto capital onebit ventures bọn này thường tuyển_dụng với nội_dung là tuyển người_làm marketing về công_nghệ blockchain tương_tác facebook về cơ_sở của tổ_chức này thì bọn nó thường thay_đổi cơ_sở làm_việc nhưng mình có nhớ cơ_sở ở v a n mình chia_sẻ một_chút để các bạn có_thể né mấy cái tổ_chức lùa gà này chúc các bạn sinh_viên tìm được việc thật công_bằng tránh bị lừa tiền mất tật mang,142,267,13,187,31,31,1,4,0,Cảnh báo,
86,P_CFS,86,2/1/2024 19:00,một_vài quyển sách bổ_trợ kiến_thức cho dueers vào dịp test,18,73,56,12,1,2,2,0,0,Khác,
87,P_CFS,87,1/31/2024 20:00,hỗ_trợ truyền_thông tia chớp lóe ngang ý_tưởng bừng sáng thể_lệ cuộc thi hồ_sơ đăng_ký dự thi link đăng_ký thời_gian đăng_ký từ ngày đến ngày giữa không_trung sâu thẳm kia một tia chớp lóe lên báo_hiệu một điều bất_ngờ đã xuất_hiện_tại thời_điểm này startup runway chính_thức ra_mắt mở ra một chuyến phiêu_lưu mới đầy những điều thú_vị bạn đã sẵn_sàng để bước vào đó chưa thời_khắc quan_trọng đã đến cuộc thi startup runway xin thông_báo mở đơn đăng_ký ý_tưởng trở_lại vô_cùng ấn_tượng với mùa thi thứ viii cuộc thi rất mong_chờ những sáng_kiến độc_đáo đến từ các bạn trẻ từ cấp trung_học phổ_thông đến đại_học trên khắp mọi miền đất_nước với chủ_đề mới_lạ nhưng đầy tính thời_đại toward a new era empowering sustainable entrepreneurship startup runway hy_vọng sẽ trở_thành đại_dương rộng_lớn để các nhà khởi_nghiệp trẻ có_thể thỏa_sức vẫy_vùng cho ra_đời những ý_tưởng kinh_doanh hữu_ích cho xã_hội những vấn_đề về môi_trường xã_hội vẫn luôn là mối quan_tâm hàng_đầu của nhân_loại là thế_hệ trẻ chúng_ta cần tạo ra được những mô_hình nhằm giải_quyết bài_toán cân_bằng giữa lợi_nhuận và sự phát_triển bền_vững của xã_hội startup runway tin rằng chủ_đề này sẽ tạo nên bàn_đạp vững_vàng giúp các đội thi vươn xa hơn trên con đường khởi_nghiệp của chính mình các bạn đã sẵn_sàng để tạo nên những cơn sóng_ngầm mạnh_mẽ trong năm nay chưa hãy bắt_đầu hành_trình của mình và cùng startup runway kiến_tạo nên một kỷ_nguyên bền_vững nhé mọi thắc_mắc xin vui_lòng liên_hệ_số điện_thoại đàm trung việt hồ phan anh thư email fanpage startup runway due group cộng_đồng kết_nối ý_tưởng khởi_nghiệp địa_chỉ văn_phòng đoàn thanh_niên hội sinh_viên phòng trường đại_học kinh_tế đhđn startup startuprunway due towardanewera empoweringsustainableentrepreneurship,8,64,0,24,0,37,2,1,0,Sự kiện trường,
88,P_CFS,88,1/31/2024 18:00,những ngày cuối năm thật là hẩm em không hiểu tại_sao mà một cái mũ bảo_hiểm_giả bỏ trên xe_đạp điện mà chúng_nó cũng lấy trộm được nữa cái ý_thức tệ_hại học lên đại_học rồi mà còn ý_thức kém như_thế tính ăn_cắp vặt vậy chắc mai_mốt đi làm cái thợ quét thấy cái gì của người_ta cũng lấy luôn quá bạn nào lấy thì đội kỹ vào cho nó bảo_vệ cái đầu không nghiệp đến rồi gần tết đi đường không may gặp bất_trắc,8,56,15,31,10,0,0,0,0,"Phản ánh, bức xúc",
89,P_CFS,89,1/31/2024 15:00,tháng sau tính tiền điện ra_tỷ,4,78,24,33,21,0,0,0,0,Khác,
90,P_CFS,90,1/31/2024 10:00,ở đà_nẵng ngủ ở quê cũng ngủ nhưng có tiếng chửi của phụ_huynh,82,563,282,192,82,4,2,1,0,Chia sẻ trải nghiệm,
91,P_CFS,91,1/30/2024 21:00,xin chào mọi người mình là của trường không biết mọi người sao nhưng mà mình hơi_hướng_nội nhưng thật_sự hiện_tại mình chỉ đang sống đà_nẵng một_mình không người_thân ít bạn_bè nhưng thật_sự mình sợ bị bỏ_rơi rất rất nhiều mình hướng_nội và không hài_hước nên không dễ quen bạn_bè nhưng mình thật_sự rất muốn kiếm cho mình một người bạn thân ở đà_nẵng để ăn_uống học_tập và nhất_là chia_sẻ mọi điều trong cuộc_sống này mình biết hướng_nội mà muốn như vậy cực_kỳ cực_kỳ khó nên mọi người có mẹo nào để tìm được người bạn tâm_giao để cùng trò_chuyện được không ạ hoặc ai cần bạn để trò_chuyện lắng_nghe tâm_sự có_thể thương thương bên dưới được không ạ mình là nữ và mình rất muốn có bạn đồng giới để chúng_mình cùng nhau phát_triển ạ hic mình cảm_giác cô_đơn quá mình sống rất tình_cảm và rất trân_trọng bạn_bè mong có_thể làm_bạn với mọi người ạ,17,118,0,61,3,17,37,0,0,Tâm sự tình cảm,
92,P_CFS,92,1/30/2024 20:00,chào tất_cả thành_viên của nhóm ạ chuyện là như thế này ạ mình đăng bài viết này lên để tìm người_yêu giúp cho người bạn thân của mình mình là con_gái ạ mình thực_sự hy_vọng sẽ tìm được một người phù_hợp với bạn ấy ạ mình sẽ đi luôn vào phần mô_tả để các bạn có_thể tham_khảo nha sinh năm hiện đang làm_việc tại văn_phòng của một công_ty xây_dựng lớn tại đà_nẵng công_việc ổn_định lương tầm triệutháng bạn ấy còn làm_việc ngoài cũng nhiều ngoại_hình điển_trai có duyên trắng_trẻo tính_tình hiền_lành là kiểu người chiều_chuộng người_yêu mình thấy như_vậy quê ở quảng_trị mong_muốn làm_quen với các bạn nữ sn cùng quê quảng_trị hoặc ở đà_nẵng quảng_nam gửi về page câu_chuyện của bạn tại đây,94,146,66,71,4,2,0,3,0,Tâm sự tình cảm,
93,P_CFS,93,1/30/2024 18:00,tôi đau_đớn tôi gục ngã,24,306,109,136,59,1,0,1,0,Khác,
94,P_CFS,94,1/30/2024 12:09,tình_hình sinh_viên đhue vài ngày nữa,5,138,60,54,23,1,0,0,0,Khác,
95,P_CFS,95,1/30/2024 8:41,bạn với bè,50,186,131,48,7,0,0,0,0,Khác,
96,P_CFS,96,1/29/2024 21:05,chuyện là em và bạn cùng phòng bằng tuổi sống chung với nhau rất hòa_hợp bỗng một ngày bạn ấy có người_yêu trong lúc em không ở trọ thì bạn ấy dẫn người_yêu về và bị em bắt_gặp lần rồi ạ cái lúc em gặp thì người ấy rất bình_tĩnh như kiểu đó là trọ của riêng mình họ và ngoài_ra bạn ấy cũng có vài tật xấu nhưng em có_thể lơ đi còn chuyện dẫn người_yêu về trọ thì em cực_kỳ ghét huhu em phải làm gì đây ạ,12,76,21,48,6,0,0,1,0,"Phản ánh, bức xúc",
97,P_CFS,97,1/29/2024 20:00,đề thi liệu có quá dễ tiếp nối bài viết tôi có đôi lời muốn nhắn_nhủ đến người viết bài là một sinh_viên đã tốt_nghiệp tôi có suy_nghĩ như sau đúng là hai môn kinh_tế vi_mô và vĩ_mô có nhiều bạn đạt điểm_cao nhưng không ít bạn bị điểm thấp thậm_chí có bạn còn phải học lại vì_vậy tôi cho rằng đề thi không phải là dễ hai môn này bạn đạt điểm_cao thì bạn có chắc là các môn khác sẽ đạt điểm_cao không bạn mới học năm thôi còn ba năm phía trước bạn có tự_tin là các môn trong tương_lai sẽ dễ qua như hai môn này đề_xuất đề thi khó hơn cũng có điểm tốt nhưng có nhiều môn bạn chỉ mong đề dễ hơn hoặc mong thầy cô giảm bớt lượng kiến_thức phải học vì không phải như cấp ba_chỉ học rồi thi mà có nhiều môn thử_thách hơn như làm bài_tập lớn dự_án khảo_sát nếu bạn thấy đề dễ quá kiến_thức nhàn quá thì bạn nên giúp những bạn đang loay_hoay gặp khó_khăn trong việc học vì tôi biết có những bạn vì khó_khăn của cuộc_sống bên ngoài mà việc học không được suôn_sẻ chúc bạn học tốt và đem tài_năng của mình để chia_sẻ với những bạn học kém hơn gửi về page câu_chuyện của bạn tại đây,37,334,38,194,1,96,4,1,0,Vấn đề trường,
98,P_CFS,98,1/28/2024 19:00,câu_chuyện đồ để quên chào mọi người mình có thắc_mắc là bình_thường các cô dọn vệ_sinh có dọn đồ còn lại ở trong hộc bàn không chứ nếu không có nhầm_lẫn thì sáng mình học tiết tại phòng thì sau một buổi học miệt_mài mình để quên bịch bánh_tráng còn nguyên si đứa bạn nài_nỉ mua ủng_hộ tình_nguyện sau khi mình nhớ lại thì có nhờ bạn quay lại phòng học để lấy lại nhưng đã có lớp đang học rồi không lấy được lúc đó bạn mình vẫn thấy đồ của mình vẫn còn đó cứ nghĩ bịch bánh_tráng thì chẳng ai lấy làm gì ác nhơn ai_ngờ chiều mình lên kiếm lại thì bốc_hơi luôn ủa bộ thèm_thuồng lắm hay gì mà bịch bánh_tráng người_ta để lại cũng lụm luôn là sao tóm lại giá_trị nó không là bao nhưng mà nếu thực_sự có bạn nào lấy thì mình cũng_nên xem_lại ý_thức chứ miếng ăn là miếng nhục còn nếu mấy cô dọn vệ_sinh đã vứt giùm mình thì hoan_hỉ cả nhà đều vui,10,50,17,28,4,0,0,1,0,"Phản ánh, bức xúc",
99,P_CFS,99,1/27/2024 20:30,ý_kiến về vấn_đề kiến_tập của sinh_viên khoa l giấu tên em xin chào mọi người hôm_nay vì quá khó_chịu với cách làm_việc của khoa l giấu tên nên em quyết_định viết bài này kỳ này em có môn đề_án môn_học từ đầu kỳ cho tới cuối tuần thứ của học_kỳ bọn em không hề nhận được thông_tin chính_thức nào về môn_học này từ khoa và rồi bùm cuối tuần học chính_thức thứ khoa thông_báo tụi em phải đi kiến_tập ủa khoa ơi sao đầu không nói vậy đi kiến_tập mà tới tuần thứ mới nói rồi còn yêu_cầu tụi em chốt đề_tài và nơi kiến_tập trong vòng tuần trước tết cho em hỏi là sao khoa không thông_báo sớm hơn cho tụi em còn đăng_ký tín_chỉ cho phù_hợp với ạ chứ với cái lịch học cỡ idol chạy show như em thì chắc có nhà tự mở công_ty thì nhận em vô kiến_tập chứ ai mà đồng_ý em biết là mấy thầy cô đang rất vất_vả với việc đổi_mới chương_trình đào_tạo nhưng tụi em không có nguyện_vọng làm chuột_bạch theo kiểu như này em chân_thành tha_thiết mong khoa hãy có phương_án phù_hợp hơn và hãy thương sinh_viên hơn em cũng quá mệt_mỏi với việc đi phỏng_vấn chỗ mà chỗ nào cũng kêu là lịch em như vậy sao đảm_bảo được thời_gian thực_tập bên anhchị nhưng mà cảm_ơn em đã dành thời_gian đến phỏng_vấn nhé nên là em mong khoa sẽ có phương_án phù_hợp hơn cho tụi em chứ em cũng không muốn rớt thêm môn chỉ này nữa đâu,18,76,13,53,9,1,0,0,0,Vấn đề trường,
100,P_CFS,100,1/27/2024 18:00,xin chào mọi người hôm_nay mình lên đây để kể về câu_chuyện ở ghép của mình mình ở ghép với một chị khóa trên mà mình có nhiều điều khó_chịu khi chị ấy ở ghép mà không nghĩ tới người ở chung trong lúc thi hay chạy deadline gì đó thì chị luôn bật đèn sáng cả phòng mặc_dù lúc đó là đêm rồi và mình còn phải ngủ để mai dậy đi học nhưng do chị bật đèn sáng nên mình không tài_nào ngủ được cả vào những hôm chị ấy đi học sớm hay dậy sớm học bài thì chị vẫn bật đèn sáng cả phòng thật_sự mình rất bực_mình nhưng không dám nói vì chị ấy lớn hơn đến đây mình xin thay_mặt mấy bạn đang ở ghép nói lên điều này là ở chung thì làm_ơn nghĩ đến người khác với không phải lúc bạn thức thì bắt người khác thức chung được nếu muốn học bài hay làm gì vào đêm khuya thì làm_ơn bật giúp cái đèn bàn học hay đèn trong điện_thoại để người khác còn nghỉ_ngơi nữa thân,38,96,12,77,7,0,0,0,0,"Phản ánh, bức xúc",
101,P_CFS,101,1/26/2024 20:00,không biết trường có nợ lương của cô thủ_thư không chứ em lên thư_viện lần đều vào giờ hành_chính và không phải thứ hay chủ_nhật gì cả mà muốn gặp được cô để mượn tài_liệu về học như một câu_chuyện hái sao trên trời vậy ạ chắc cũng nhiều người cùng cảnh_ngộ như em,15,314,183,121,7,2,1,0,0,Vấn đề trường,
102,P_CFS,102,1/25/2024 18:40,nay mình xin bóc phốt một bạn khóa học khoa kt ngành kế_toán bạn có biết là lời_nói của bạn ảnh_hưởng đến người khác rất nhiều không giờ ra chơi thầy mới nói giải_lao một_chút là bạn la lên như loa phát_thanh vậy bạn không khó_chịu nhưng người khó_chịu là những người xung_quanh lớp bạn cộng với các anh_chị khác nữa mà bạn không hề nể_nang ai kể_cả thầy cô bạn hét lên vì một gói đồ ăn có hôm bạn hét vì nói_chuyện với bạn của bạn bạn có_thể nói_chuyện cười đùa vừa phải được không người thì nhỏ mà cái họng như loa phường hy_vọng bạn_đọc được bài viết này và sửa_đổi dùm mình mình không cấm bạn cười đùa nhưng bạn đừng hét lên như_thể thế_giới này chỉ có bạn và đám bạn của bạn không hề thấy bạn hài_hước chút nào trân_trọng,44,115,48,63,3,0,0,1,0,"Phản ánh, bức xúc",
103,P_CFS,103,1/25/2024 17:30,bài đăng với mong_muốn trình_bày quan_điểm cá_nhân mang tính đóng_góp xây_dựng bài viết không có mục_đích bóc phốt gây thù_địch hay không có bất_kỳ_mục_đích nào khác vì_vậy em xin phép không đề_cập tên khoa trong bài vì đôi_khi sẽ gây ra những tranh_cãi không đáng có gây xấu hình_ảnh của khoa chính vì_vậy em thực_sự mong các giảng_viên của khoa sau khi đọc được bài của em có_thể xem_xét_lại phương_án khả_thi hơn kính gửi các quý thầy cô khoa của em thân quý học_kỳ này em có môn đề_án môn_học tín_chỉ tuy_nhiên trong quá_trình bắt_đầu học_kỳ tới giờ em xin có những đóng_góp về những vấn_đề phát_sinh sau thứ nhất cho tới đầu tuần học thứ của học_kỳ này em mới nhận được thông_tin của giảng_viên hướng_dẫn của em và cho tới thời_điểm hiện_tại em chỉ vừa nhận được thông_tin là trong vòng tuần trước tết tụi em phải liên_hệ chỗ kiến_tập và chọn đề_tài trong khoảng thời_gian đó để kịp tiến_độ báo_cáo về cho khoa liệu khoa có cảm_thấy khả_thi với việc một sinh_viên năm sẽ đi xin kiến_tập liên_lạc với địa_điểm kiến_tập và lựa_chọn đề_tài cho môn đề_án môn_học trong tuần để kịp tiến_độ mà khoa đưa ra thứ hai em có đi xin học_việc kiến_tập ở một_số nơi nhưng vì kỳ này lịch học của tụi em được xếp phải nói là không_thể xoay sở để sắp_xếp đủ số buổi kiến_tập ít_nhất mỗi tuần mà đơn_vị kiến_tập yêu_cầu vì kỳ này pđt đã xếp cho tụi em tín_chỉ bắt_buộc và tụi em còn phải học tacn và môn tự chọn để đủ theo lộ_trình của ctđt vì ngay từ lúc đktc tụi em chưa từng nghe tới việc phải đi kiến_tập thực_tế từ tháng vì các anh_chị khóa trước không có em không đứng núi này trông núi nọ nhưng theo em được biết thì các bạn khoa khác khi được xác_định đi kiến_tập hoặc đi doanh_nghiệp thì họ sẽ được xếp lịch học để phù_hợp với lịch để sinh_viên sắp_xếp bên doanh_nghiệp các bạn giúp mình confirm vì bạn mình học htttql có lịch như vậy chính vì_vậy việc khoa công_bố trong khoảng thời_gian như này hoàn_toàn là bất hợp_lý với tụi em cuối_cùng có_thể mọi người cho rằng em lo_xa hay lo sớm nhưng mà hiện_tại là tuần thứ của học_kỳ rồi sau tuần tới là chúng_ta sẽ nghỉ tết đồng_thời thời_điểm này các anh_chị năm cũng đang trong thời_gian đi thực_tập thì việc tụi em đi xin kiến_tập có khả_thi khi các doanh_nghiệp hoàn_toàn có_thể lựa_chọn sinh_viên năm để làm_việc cho họ thì tại_sao họ phải chọn sinh_viên năm tụi em_em rất thông_cảm cho sự vất_vả của thầy cô trong quá_trình đổi_mới chương_trình đào_tạo nhưng việc đó không đồng_nghĩa rằng em đồng_tình với cách làm_việc hiện_tại của các quý thầy cô em xin chân_thành cảm_ơn mong các thầy cô có_thể xem_xét_lại giúp tụi em vì em cảm_thấy việc chạy_đua kiểu này không_những không mang lại hiệu_quả mà còn gây áp_lực rất lớn lên sinh_viên tụi em bài viết mang tính_chất đóng_góp và không đề_cập tới cá_nhân hay tập_thể_nào vì_vậy vui_lòng không quy_chụp trách_nhiệm liên_quan dựa trên những suy_đoán vô căn_cứ của bất_kỳ cá_nhân nào xin cảm_ơn nu gửi về page câu_chuyện của bạn tại đây,29,95,1,82,1,10,0,1,0,Vấn đề trường,
104,P_CFS,104,1/25/2024 9:00,tại_sao em lại giảm điểm của tôi từ xuống vậy,30,347,224,92,29,1,0,1,0,Hỏi-đáp,
105,P_CFS,105,1/24/2024 18:00,ước_mơ nhỏ_nhoi ngày tết,26,245,104,126,5,9,0,1,0,Ngày lễ,
106,P_CFS,106,1/24/2024 15:00,góc giải_đáp thắc_mắc,50,34,0,34,0,0,0,0,0,Hỏi-đáp,
107,P_CFS,107,1/23/2024 19:00,thật_sự thấy thất_vọng về ý_thức của một_số bạn sinh_viên các bạn nghĩ sao đã rồi mà để xe ở ngoài bờ tường của nhà_trường vậy có bạn còn để xe luôn trên mấy cái chỗ người_ta trồng cây các bạn đi xe nên chắc_hẳn biết cái cảm_giác đi bộ xuống lòng_đường để né những cái xe do cái ý_thức như con bò của các bạn trường có nhà_xe mà chứ có phải không có đâu mà các bạn để xe như_vậy hay các bạn học đại_học được vài năm thì não các bạn tiến_hóa ngược rồi phản_ánh cho vui_vậy thôi chứ mình lớn rồi ý_thức lên ra_dáng người_lớn và một con_người đi nào không_lẽ đến cái vấn_đề nhỏ như vậy_mà để bị nhắc đúng không,63,149,48,89,6,5,0,0,1,"Phản ánh, bức xúc",
