content,emoji,comment,current,href,time,comments_size
"['[ GIÁO TRÌNH KINH TẾ VI MÔ ] - [ HI 49K DUE Z ]\nChào các bạn tân sinh viên, nay mình gửi giáo trình Vi Mô để các bạn tham khảo. Chúc các bạn có một năm học mới thật vui vẻ nhá.', 'DRIVE.GOOGLE.COM\nGiáo trình Vi Mô - HI 49K DUE Z']","['Tất cả, 38', 'Thích, 23', 'Yêu thích, 14', 'Haha, 1']","['Đầu năm học tụi mình có giảm khóa từ 180k còn 150k thuii, nên các bạn nhanh tay đăng ký để hết slot nháaa\nhttps://hocvienz.edu.vn/.../khoa-ho%cc%a3c-vi-mo-hi-due.../', 'Tính nhắc luôn :))', 'Thành Đạt em cũng quên mất lunn:))']",26038,https://www.facebook.com/groups/614770969645645/posts/1093552281767509/?__cft__[0]=AZXrWSKsOnqeUnC5T8cLljTUhTeWPwF7ASdGK9pyBkRrfdt-7-lc-YYM7-FSyca-CmBP7k99gsx5gZHsPv5WXIO4vmYbXBbBVFE_ZNkI5sJejbYCzcvQiRamTeNVXtGvHiLcNfi9Gmncgp7Ttc9xpI_CG-YME_ohj3veJmqtxG2Va14sX3Os3OxR_DEidLS6irs&__tn__=%2CO%2CP-R,"Thứ Ba, 20 Tháng 2, 2024 lúc 20:16",4
"['[ ĐIỂM LẠI NHẢY TIẾP ??? CÁI GÌ KHÓ ĐỂ ANH LO ] - [ HI 49K DUE Z ]\nXin chào các bạn nha! Lại là mình Mai Hải Đăng đây\nNhư các bạn đã biết điểm thì cũng đã có và đã nhảy một phần nhưng mà bị ngưng động từ tết tới giờ. Tuy nhiên bắt đầu từ hôm nay điểm sẽ nhảy tiếp. Và giờ điểm mới chuẩn xác thì anh quyết định lên bài hướng dẫn tính điểm nhảy cụ thể chi tiết cho bọn em. Nhớ ủng hộ anh bằng 1 tym để anh có động lực viết tiếp nhé !!!!', '+6']","['Tất cả, 180', 'Thích, 118', 'Yêu thích, 60', 'Haha, 1', 'Wow, 1']","['Trần Thị Kiều Duyên', 'Em cảm ơnnn', 'Nguyễn Thành Trung', 'Linh Khánh Lê dô mà dòm', 'Phan Thị Hồng Anh']",26782,https://www.facebook.com/groups/614770969645645/posts/1092689298520474/?__cft__[0]=AZXEtpJNsZCPZWw9reUR7df1YCB8dT912yU3A-LT8E213xhrlX-HI4QA2IyytS0V6ZadmQ832Zxbr6n4Z_EM5WdmYoVqi5UdzjXfZuxZLhwzs_8jW0QA7hTKsXWWCcmxLstw3tGI_-ZIC5VzMn7Pou5M9YlLwhJ9efYlVStaT0Ra9W-gCWsPq-_qNeIT8vHy8JI&__tn__=%2CO%2CP-R,"Thứ Hai, 19 Tháng 2, 2024 lúc 10:00",6
['Đồng chí 49k lên đồ :))) '],"['Tất cả, 98', 'Thích, 46', 'Haha, 39', 'Buồn, 13']","['Còn duy nhất 1 ngày cuối th nha cả nhà iu', 'Nguyễn Thuỳ Minh', 'Bảo Ngọc tminh đang xem thời sự nè cậu']",27873,https://www.facebook.com/groups/614770969645645/posts/1092695041853233/?__cft__[0]=AZV0v-ZFunEOwc5-6xGJ_rBsEBBi7km18v0RDAuasYXtEkEQhrErFagpmCxoJ5kOPuCaKbrdj60Rwz0EWV-BVyoyfEht4-JWKIqAkuTVncefdjJax5kMRU-0VBZwSdzHer4fzpV1VEDUQEuK4WJvPe18_5TR-apV1nu-uVzsXA-8vbGcMGfGRG7EKZqK6dIIZ1M&__tn__=%2CO%2CP-R,"Thứ Hai, 19 Tháng 2, 2024 lúc 08:54",3
['Hôm nay mùng 9 rồi. Chỉ còn 356 ngày nữa là tới tết rồi\nHáo hức quá điiiiii'],"['Tất cả, 43', 'Haha, 23', 'Thích, 15', 'Buồn, 3', 'Yêu thích, 2']",['Bộ trưởng bộ lạc quan HI DUE Z =)))'],29190,https://www.facebook.com/groups/614770969645645/posts/1092342381888499/?__cft__[0]=AZXxRJKoBGxNybEOpj8mNvPJSRzmto37e4JDACXx0N8Pd4VLiMeY2LQOGT7NBuZnaosBuFs6D-gN5xOEDDU2cK340akoC0bPaNP0iWOLgoNYdxLa_SDliC5anldsFA2W8uqvpWis4GRF8gvy-pfh-kJ3VekyjFjsZC9QqKwhjfiao2r_GstoDKFbQ-XTH4mKxPQ&__tn__=%2CO%2CP-R,"Chủ Nhật, 18 Tháng 2, 2024 lúc 17:36",1
['Welcome 49k to Triết Học kì 2 2024'],"['Tất cả, 144', 'Haha, 52', 'Thích, 45', 'Buồn, 44', 'Yêu thích, 2', 'Wow, 1']","['Bỉ ngạn cam nhìn Job mà thấy ham\nTiệm in Hi Due Z vẫn đang tìm kiếm đồng đội nha cả nhà iu. Apply liền thôi gần hết slot r nhé !\nhttps://www.facebook.com/share/p/eEo8CRfA6AYQzPH7/?mibextid=K35XfP', ':)) cứu Nguyễn Vy', 'Chương Hân đội cái đầu thạch cao vô :))))', 'Nguyễn Vy :)) oce chị gái', 'Là sao nữa ztr', 'Nguyễn Phan Hoài Thương bìn tĩn cô gái', 'Là hợp lý chưa', '2', 'Nguyễn Phan Hoài Thương là tồn tại á', 'Thành Đạt Nó tồn tại là em kh tồn tại', 'Nguyễn Phan Hoài Thương thì e tồn tại thì nó tồn tại', 'Thành Đạt Em biến mất', 'Ninh Thị Bảo Trâm Hồng Trang Nguyễn Thị Trang', '2']",29831,https://www.facebook.com/groups/614770969645645/posts/1092189141903823/?__cft__[0]=AZUXndKe-FOy7i-74P8xqQUk-UGbHYC9wpfBRwnNJ5-dWOBdaahMKCRC41inT6uu0yssexGxPR7Ta8_KBL0t18dDSSTbtbMz5fRjLySkHdF1kVoOwSwM3gBhtRmvd8COAPASo_GpjZOp33mFcusUmFRH6yQZ2wHi_4ZEc84pq1uf5IdKy2a1uf03DaOnp5AJyGg&__tn__=%2CO%2CP-R,"Chủ Nhật, 18 Tháng 2, 2024 lúc 10:22",12
"[""[ Ở ĐÂU CÓ VIỆC LÀM ? Ở ĐÂY QUA TẾT CÓ VIỆC LÀM NHA ! ] – [ TIỆM IN HI DUE Z COMING SOON 2024 ]\nChào các bạn, với nhu cầu photo/ in ấn cấp bách hiện nay của sinh viên Kinh Tế thì tiệm được xây dựng để đáp ứng nhiều tiêu chí chính như vị trí thuận lợi, an toàn, giá cả phải chăng và đặt biệt có nhiều tài liệu xịn xò mà chỉ có ở Tiệm in HI DUE Z và chúng mình đã đang cố gắng để đáp ứng gần hết nhu cầu in ấn photo của sinh viên Kinh Tế.\nVà để tiệm hoạt động tốt thì mình cần tìm những người đồng đội cùng chiến tuyến.\n- Vị trí nhân viên in ấn/ photocopy . SL: 7 bạn. Mức lương chính thức 17-18k/ 1h chưa tính thưởng hằng tháng\n- Vị trí kế toán. SL: 2 bạn. Mức lương sẽ trao đổi khi phỏng vấn\n- Vị trí nhân viên in ấn/ photocopy ( cộng tác viên ). SL: 10 bạn. Mức lương chính thức 17k/1h\n- Thời gian dự kiến bắt đầu hoạt động: tầm 1 tuần sau khi sinh viên đi học.\n- Thời gian kiểm tra, phỏng vấn và training: tuần đầu tiên đi học\n- Thời gian kết thúc: 19 – 20/ 2 tùy vào lượng đk nhiều sẽ kết thúc sớm\nBỉ ngạn Cam, nhìn Job mà thấy ‘ Hammmmm '\nĐối với vị trí nhân viên in ấn/ photocopy\nQuyền lợi\n- Vị trí làm việc gần trường ( ngay cổng sau trường ). Vừa làm vừa tiện lên trường\n- Hàng tháng sẽ có thưởng nhân viên xuất sắc nhất, leader xuất sắc nhất\n- Được làm việc trực tiếp với anh và làm trong môi trường gen Z trẻ trung, năng động, đề cao tính sáng tạo\n- Các ca được sắp xếp phù hợp với thời khóa biểu sinh viên kinh tế -> dễ dàng sắp lịch học và đi làm\n- Đối với những bạn công tác viên : được tự do đăng kí ca tối - không có lượng ca tối thiểu\n- Có lộ trình thăng tiến công việc đầy đủ\n- Không cần có kinh nghiệm trong in ấn ( sẽ được training từ đầu )\nYêu cầu:\n- Nắm được kĩ năng tin học cơ bản: word ( quan trọng ) - power point – excel. Yêu thích tin học\n- Độ tuổi trên 18, không có yêu cầu về trường học.\n- Biết lắng nghe, ham học hỏi, ý thức tự giác cao, có tinh thần cầu tiến và năng nổ trong công việc và tôn trọng Deadline\n- Có khả năng giao tiếp, quản trị, quản lý đội nhóm, teamwork ( dành cho những bạn mong muốn tiến xa hơn vị trí nhân viên in ấn )\n- Làm việc lâu dài ( > 6 tháng )\n- Đối với nhân viên in ấn/ photocopy cộng tác viên : ít bận việc từ gia đoạn 6h - 7h tối trở đi. Phù hợp với những bạn bận ngày rảnh đêm. Có lịch thì sẽ đăng kí không có lịch thì không cần đi\nLink đăng kí ở đây:\nhttps://docs.google.com/forms/d/13qZxEgwtrdEOQlxaWjezymPe52diBRJcrjPsUFvr3Mg/edit\nĐối với vị trí kế toan\nQuyền lợi:\n- Vị trí làm việc gần trường ( ngay cổng sau trường ). Vừa làm vừa tiện lên trường\n- Hàng tháng sẽ có thưởng nhân viên xuất sắc nhất, leader xuất sắc nhất\n- Được làm việc trực tiếp với anh và làm trong môi trường gen Z trẻ trung, năng động, đề cao tính sáng tạo\nYêu cầu:\n- Là sinh viên đã và đang học tại khoa Kế Toán & Kiểm Toán trường Đại Học Kinh Tế\n- Sử dụng tốt các công cụ kế toán cần thiết\n- Quản lý tốt các con số, các dòng tiền ( doanh thu, thu chi, bill, tiền ở từng ca làm,…)\n- Có kinh nghiệm là một lợi thế\n- Biết lắng nghe, ham học hỏi, kĩ lưỡng, ý thức tự giác cao, có tinh thần cầu tiến và năng nổ, nhanh nhẹn trong công việc và tôn trọng Deadline\nLink đăng kí ở đây:\nhttps://docs.google.com/.../1WTlnGqjLOaYT0SMvc.../edit\nWelcome cả nhà iu đến với team Tiệm In HI DUE Z""]","['Tất cả, 131', 'Thích, 90', 'Yêu thích, 27', 'Wow, 9', 'Haha, 4', 'Thương thương, 1']","['Thanh Bình', '2', 'Đoàn Thị Ngọc Uyên ren ứng tuyển cái nào', 'Welcome cả nhà ngoan xinh iu @mọi người cùng tham gia vào đội ngũ tiệm in Hi Due Z - Coming soon', 'Theo dõi', 'Trần Mai Hương làm kìa kkk', 'Chúc mừng Thành Đạt nhaa', 'Quẹo lẹ Hồ Ngọc Nhi', 'Uyên Phương bà nhanh lắm', 'Hồ Ngọc Nhi nhanh cả hết', 'Uyên Phương hốt ch', 'Katherine Angelie m hốt luôn đi nà', 'Tuyệt vời', 'Cho e mụt sờ lót', 'Thùy Linh kế toán kiểm toán', 'Hà My Hoàng Thúy Hiền Tram Ngoc Tran đi kiếm tiền đê', 'Bảoo Ngọcc đi thoai', 'Có nhận bà chủ khum a', '2', 'Nguyễn Thư rót vốn mở hỉ', 'Nguyễn Thị Tâm b nghĩ s', 'Quoc Thuan Nguyen thoi t kh muốn gây đau khổ cho mấy đứa như nhóm F nữa đâuuu\nsợ lương này chưa bằng lương tâm của t nữaaaaaa', 'Theo dõi', 'Thu Hà Nguyễn Quang Huy lẹ để hết slot nà', 'Anh Pham kế toán apply lìn', '2', 'Phạm Hoàng Linh Chi apply liền chứ', 'Theo dõi', 'Bảo Kha dô làm kế toán nà', 'Nhi Nguyễn vô làm kế toán đê :))', '2', 'Hoàng Văn Hải Nam ch biết mùi vị kêu làm', 'Lê T. Thu Hà đk ngay thoaii', 'Ghê taaa', 'Ngân Lê dạ hic bth à c. E cảm ơn nhaaaa', 'Nguyễn Kim Yến Nhi ..', 'Hồng Quyên Lê Thị', 'Thao Vo', '2', 'Phương Giang cầu đc ước thấy', '2', 'Trần LâmAnh đang si nghĩ', 'Bùi T. Tố Uyên nề', '2', 'Nhật Uyên tin lết qua môn mà in ấn gì m', 'Nguyễn Phương Nga đk kìa ê', 'cái nhà chớ cái tiệm in chi']",30987,https://www.facebook.com/groups/614770969645645/posts/1090692215386849/?__cft__[0]=AZWr0tiztFWQVWspzMWfOag6ucEX4k8T1w3IGtmtpUkMorVQfxvQyiWFGMwcEUHZFuUrwovXcyruceAJpnw0UGq3sHw3njUrJY-MD5PdCMY6UOnOjOEPgmMuJqu_EvqfARHWhE5Eq1wGTULkYA95oLUPrwNzV1lj-XhL4q-z4KV6IvNun3Dny-9XsP0F-zxK79o&__tn__=%2CO%2CP-R,"Thứ Năm, 15 Tháng 2, 2024 lúc 17:03",42
"['Nghĩ đến việc chỉ còn 5 ngày nữa là được đi học lại, được gặp bạn bè đã thấy háo hức']","['Tất cả, 50', 'Buồn, 24', 'Haha, 17', 'Thích, 8', 'Yêu thích, 1']",[],32336,https://www.facebook.com/groups/614770969645645/posts/1090089542113783/?__cft__[0]=AZXSkqAW_s3RR6CDeLtof7b-4fnCtR_sx_OA-KZ9Ri8VSX4Ym6juWwzaNnswvAOzRIu3tje86XpwxUGYAkJyr_gYyz73m80m9SgAO8gJJ_MYIcdJP3UphitSNHvFnZVqAlGRdlsDF4dSXNOJNlSI7Prmx-1NeyfDbhSfF-PkhMlTlRe0YUSADqiYfmQMPdukzBI&__tn__=%2CO%2CP-R,"Thứ Tư, 14 Tháng 2, 2024 lúc 20:10",0
['Không ai khác:\nTôi học kế toán dưới sự miêu tả của các cô hàng xóm sau sau này ra trường'],"['Tất cả, 38', 'Haha, 25', 'Buồn, 12', 'Thích, 1']",[],32898,https://www.facebook.com/groups/614770969645645/posts/1089368222185915/?__cft__[0]=AZVd5qHw6R1BnzE7ellmlULKz8hN6sVwqLjrl2xDjCmD4GYDl1VpPzPdIULdp2GcUiErMRL_hH_TDV1SLgAehTNb04x6B4GNFZHWkkQ_Eexrw5s90yD-fARBfhTMiTGB1pFjtMG3YOX403ZQU_FcUmmJPjIFpZuqbv8hAhMSCMng4bH-1C7WPt03kfj7O3YS9T0&__tn__=%2CO%2CP-R,"Thứ Ba, 13 Tháng 2, 2024 lúc 09:41",0
['Kiếp nạn 49k coming soon '],"['Tất cả, 138', 'Buồn, 62', 'Haha, 38', 'Thích, 36', 'Yêu thích, 2']","['Đồng chí 49 ka lên Đườngggg', 'Thành Đạt học lí thuyết đc nghỉ tối đa mấy buổi z a', 'Tuyết Sương Nguyễn Lê cái này tuỳ thuộc quy đinh mỗi năm á, em hỏi lớp trưởng e nha. Năm a học trên quân khu thì gõ kẻng là phải đi nên ko có nghỉ nhưng cũng ko quá gắt gao việc đó. Chủ yếu e thi qua môn thui', 'Uyên Phương :))', 'Mỹ Linh nói chung thấy cũng vui vui:))']",33530,https://www.facebook.com/groups/614770969645645/posts/1088907232232014/?__cft__[0]=AZXEziYlY7Yj9SjnqCYuEimzMgdRJa7VQPJYmI5d6a-O23boGvv2TQj9DE8Cubzs8gQJscHQAl5PKg6j9RQx6_Ifz_n1oXJ6mC1y5CVrrZW7S3HgagY2OclikVRbvV-AXI1XmzIsgSR9E2i5ppLxgOqe3D0gUy3hdjMrkSqUV27vG_d2hNcIcJN-WMtJ4H5-3q8&__tn__=%2CO%2CP-R,"Thứ Hai, 12 Tháng 2, 2024 lúc 19:00",5
['Sau 3 mồng tết tôi nhận ra 1 điều:\nNgười không chơi bài là người chắc chắn thắng.\nVì người chơi bài ván 2k thua 180k là có thật.\nCụ thể là người up bài ni'],"['Tất cả, 37', 'Haha, 23', 'Thích, 7', 'Buồn, 7']",[],34389,https://www.facebook.com/groups/614770969645645/posts/1088554035600667/?__cft__[0]=AZWZj0xx0S7yuDKVpByfmUKqtYhbnQsRvHHUgv541b1v_vaRMDRAKFJKHe0MEVEgTPTk2_2H_35jn-8QsQQbgcHNT1coEPD5C93vLr_2KPH4TRLvFr_tG7PPBPfuRhA5ufa1KaVKZtJqZomnKmkc6qI4arpFpFsQTQaLzafEScdMZjA4KEQC_8yGR85JDo4Fo9g&__tn__=%2CO%2CP-R,"Thứ Hai, 12 Tháng 2, 2024 lúc 09:04",0
['Ngon thiệt ko dỡn'],"['Tất cả, 40', 'Haha, 23', 'Thích, 16', 'Thương thương, 1']",[],34985,https://www.facebook.com/groups/614770969645645/posts/1087944458994958/?__cft__[0]=AZW9VPb4S3W6S6wqgrHU8fNWhqaviENhCJqXk5rFkFDsSpDrfE5PzAJjBizU_YzcPGRv1mgXqZwZABlfomvfP57sBjIxYnwWnEaEKiG9Qj1d1ppkl_Wis_RWM84RrWi1mc4SYFmlbaWjJiEdSZ0gPm5w82fqLYN_q55b8jtwuBgx5gCSS3z3g08DinmNM4ENK9Y&__tn__=%2CO%2CP-R,"Chủ Nhật, 11 Tháng 2, 2024 lúc 09:30",0
['Quá đã \n#Dan'],[],[],35509,https://www.facebook.com/groups/614770969645645/posts/1087832919006112/?__cft__[0]=AZX_Ghk4-MIodr5hvIwhFJeY2QrBHnRdS16x0gRjO6b2Io68YY76osbym4g2Ujuy1JOmsMf0joJCCGGLucR_Sz1lw4jz6FcuQHhj5qMtIye-k5Pj71fpWLPok2Uz8mL76d41aNVOjU-Ewp3JNODUTnl4NeFmPb3qOrNdz3RCGq95a8-N0ONqarYixlkdmNwUEgesiLVnSfKMgU22W3n7dQPIOPymLmAYSpK89wYTQ2gTdA&__tn__=%2CO%2CP-R,"Thứ bảy, 10 Tháng 2, 2024 lúc 21:01",0
['Điểm đã bắt đầu nhảy'],"['Tất cả, 129', 'Thích, 75', 'Buồn, 42', 'Wow, 9', 'Haha, 2', 'Yêu thích, 1']","['Khẩn cầu cao nhân nào tính dùm em với huhu', 'Theo dõi', 'Trần Nhật Sinh em cảm ơn ạ', 'Trần Thị Hương 2 môn B+ với con B môn 2 tín', 'Theo dõi', 'Nhật Minh dạ em cảm ơn ạ', 'Nhật Minh a oii rép ib e dơi', 'Văn Tài', 'Nguyễn Duy oh no mất tết', 'Nguyễn Hải Yến coi coi qua môn kh tề', 'Nguyễn Thị Hồng Yến Nguyễn Thùy Linh mấy bbi xem trước i', 'Lê Thảo hoi hoi', 'Lê Thảo cki toang thiệc , khong dám coi', 'Chưa thấy gì cạ', '2', 'Đào Văn Tuyến đau tim quá', 'Nguyễn Thái Hà bạn ổn ko, miình éo ổn', '3', 'Bùi Ngà Nguyễn Nhi Đinh Thu Thảo Quang Khải Võ Văn Ngọc Thanh Tuyền Khanh Trang nhận tính điểm nhảy để biết A hay B giá cả phải chăng', '8', 'Võ Minh Nhật điểm em chưa kịp nhảy', 'Quang Khải nhắc trước để các elm nào nhảy điểm thì ib lấy giá bít điểm liền', 'Võ Minh Nhật sao điểm em chưa nhảy', 'Đinh Thu Thảo chưa nhảy vì chuẩn bị nhảy\nNào nhảy thì anh gửi bảng giá tính đỉm nhoé kiki', 'Võ Minh Nhật, điểm em cũng chưa thấy nhảy', 'Thanh Tuyền từ từ rồi ai cũm nhảy thâu', 'Võ Minh Nhật còn hai bạn ni cũng hóng điểm nhảy lắm nè anh Hoàng Văn Tiến\nThanh Hiếu\nNhanh tay liên hệ anh kìa mấy đứaaaa', 'Tuấn Trần điểm nó im ru a ơi, hình như bất tỉnh rồi hay sao ý, k thấy nhảy', 'Tuấn Trần dạ e ra tết rồi coi luôn 1 thể luôn a\nđể e ăn tết ngon lành rồi chuyện chi đến thì ta tính sau', 'Võ Minh Nhật a ơi tính free cho e, e hứa e là sói e k cắn a đâu', 'Bùi Ngà chả thèm sợ ý', 'Võ Minh Nhật điểm e nó nhảy r a ơi', 'Bùi Ngà in bốc nhẹ nhàng để biết Chăn Bò hay Chăn Dê', 'Võ Minh Nhật e thấy điểm chưa nhảy mà e tim e nhảy trước rồi á a', 'Chương Hân', 'Văn Thị Quế Chi coi trc đi r nói t:3', 'Trần Minh Tường Vy qua tết r coi hì', 'Nhi Trần để ăn tết miếng', 'Đoàn Thi Anh Thư', 'Sợ hãi', 'Huỳnh Nga điểm nhảy ch', 'Hiền Thục nhảy hay ko nhảy cũng ko biết tính đouu', 'Van Anh thuê nhà để ở chưa', 'Nguyễn Thị KiềuAnh ở bờ ở bụi', 'Trần Thị Hồng Vân NT Tình', 'Thanh Trúc Nguyễn Khả Trân từ từ nhảy để ăn cái tết', 'Thảo Ly để nó nhảy thoải mái đi, ăn Tết xong rui mình vô xem =)))', 'Mình qua Tết rồi hẳn nhảy được không', 'Hồ A.Quân môn gì m', 'Thành Luân khả năng là tin học', 'Yesir k có môn nào tạch']",36242,https://www.facebook.com/groups/614770969645645/posts/1081204199668984/?__cft__[0]=AZU-Zb1Hvn0pX8HtkW93Cfw7EA9gl_Wzveo28XAuqfBvk_UUkyOlSFdgg_ci5o2e60nfT-6Ow2agocMbKPd4tT9oIBo2mlP7SX3T57zJtvyoTGVDOxduSRvpKeJrBLix9DQBeM2IcBB-_Bl1N9FQmOv_VifnwwnspAbcIrx5yLISP5cj5ODFYT7lViGe41kyHDc&__tn__=%2CO%2CP-R,"Thứ Ba, 30 Tháng 1, 2024 lúc 13:02",48
"['[ MỖI NGƯỜI GÓP MỘT ÍT THÌ TẤT CẢ ĐỀU HƯỞNG LỢI ]\nHế lu cả nhà, đã dần soạn xong đồ về nhà hết cả chưaaaa\nVới mong muốn phát triển một cộng đồng học tập tài liệu vững mạnh DUE thì nếu mỗi người chúng ta góp sức một ít thì tất cả chúng ta đều hưởng lợi vì kì sau anh cũng up lại cho mọi người\nKinh tế vĩ mô\nKinh tế vi mô\nToán ứng dụng trong kinh tế\nTriết học Mác lenin\nMarketing căn bản\nQuản trị học\nEnglish Elementary 1\nVì vậy trong kì vừa rồi các bạn có ghi/chụp đề học kì ( khá quan trọng ) , tài liệu hay ho xịn xò ở những môn nào dưới dây thì ib anh nhá, tất nhiên giữ kín hoàn toàn nè']","['Tất cả, 79', 'Thích, 56', 'Yêu thích, 22', 'Buồn, 1']","['@mọi người các bạn ơi cùng nha góp sức một ít nhá', '3', 'Theo dõi', 'Thành Đạt dạ em có folder tổng hợp ạ', 'Diệu Hiền', 'HỘI THANH LÝ ĐỒ DÙNG MẸ & BÉ CAO CẤP\nHỘI THANH LÝ ĐỒ DÙNG MẸ & BÉ CAO CẤP\n27/01/2024 09:08:32']",37070,https://www.facebook.com/groups/614770969645645/posts/1079014876554583/?__cft__[0]=AZWUH5vgSbqM9NpSPkTQBsGLM82OKvTx2q_JSXbjazbecUFzH07wY465X5C6c0rFmoG6v1M6JSF8ZTJxRgZL9Z4vwcfJx9MW3CmQrYownvLyysaubekphI54gQGnVwzad-Nh4wrnO9k9IhvhzXoQdFTSeWOzVePB0dms7-H-8Z11cOmJQfeB7u77CBSzyEdqhhw&__tn__=%2CO%2CP-R,"Thứ Sáu, 26 Tháng 1, 2024 lúc 19:30",6
['Xinh ngoan yêu của HI DUE Z đâu ồiiiiii'],"['Tất cả, 86', 'Haha, 53', 'Thích, 30', 'Buồn, 2', 'Thương thương, 1']","['Theo dõi', 'Đây dồi:))))', '2', 'Trần Thị Hương từ chối nhận người quen', 'Theo dõi', 'Kiều Oanh hôm qua ai còn nhận là hoàng hậu do hoàng thượng thân phong cơ mà', 'Trần Thị Hương thiệt sự là z hã', 'Ngoan nhưng khum xinh được khum ạ', 'Ly Na Lê gì cũng đccc', 'Due Z Hi thế thì iêm đủ combo khum ngoan + khum xinh + khum iu luôn ạ', 'Chu chu', 'Chi Kim đây gòi', '2', 'Kiều Liinh', 'Kiều Vân chị này vừa ngoan vừa xinh lại bonus học giỏi kkk', 'Quyết Thắng chứ không phải vừa overthinking, vừa hướng nội như em hay nói hả', 'Kiều Vân còn mít ướt nữa:)))))', 'Đây zồi Phước Bằng =))) chu chu đi e', '2', 'Minh Châu chu chu', 'Gia Hânn', 'Trúc Quỳnh\ncoá thấy sượng hok mẹ', 'Tran Ngoc Anh Thu đây zồi', 'Bùi Như Quỳnh']",37769,https://www.facebook.com/groups/614770969645645/posts/1078063386649732/?__cft__[0]=AZXzyzceS548jVpliGgJzvTjMCJBCKOVQiFAmB9RWma69dkT6ytvTXuPFgFxxIHunsJ78vT7eJINGxyVL6U8ddhigJi9cdSj3OgBAg9x38lj6kLvi27rO2bzCCKtL6zhy8Q2uJo5I_lrFSXZfFLhcLlYZYiEluDVMAcfBEnPVSh8PXAkBeN3EPTWawLqBBnewSs&__tn__=%2CO%2CP-R,"Thứ Năm, 25 Tháng 1, 2024 lúc 10:00",22
['Ra sân bóng đá nhận một mớ voucher luôn nè quí zị. Ai fan đồ ăn nhanh hàn quốc spicy box thì khum thể bỏ qua :))'],"['Tất cả, 54', 'Thích, 29', 'Haha, 13', 'Wow, 10', 'Thương thương, 1', 'Buồn, 1']","['Ji Tâm', 'Thu Thuỷ ra liền đi ko hết đọ', 'Ji Tâm lên nhận rồi đi kkkk', 'Nguyễn Thị Hạ Lan', 'Mỹ Huyền h sao nhận', 'Thì ra c Nguyễn Như Ngọcxin ợ đây', 'Bảo Phương nhanh chân kìa', 'Nguyễn Văn HiệuDương NgôNguyễn Phan Chí Trọng tui nhảy xuống 10 sông hằng cũng kh xoá được sự oan uổng của tui', 'Nguyễn Huyền kìa péo', '2', 'Huy Hoàng trễ òii', 'Nguyễn Huyền hòooo', 'Gia Hânn sao cho cái ngày kh đi học z tr', 'Trúc Quỳnh s nghỉ phẻ r mới có z tr', 'Trương Ánh Tuyết cất 2 con nhỏ kia dùm tao coi', 'Nguyễn Thị Thu Thảo', 'Nhật Linh hong lý giờ ni lội lên nhận hả chòiii', 'Nguyễn Thị Thu Thảo lên nhận đi rồi về đi en', 'Nhật Linh nhận trong mơ r mà kh cầm đc lúc tỉnh thì làm rengg đi en', 'Nguyễn Thị Thu Thảo mình k có thẻ này mình còn thẻ khác', 'Như Quỳnh', 'Nguyễn Thắng 1 tháng tiếp theo có lên trường đâu..', 'Lên trường để lấy voucher đi…', 'Xinnnn', 'Hội Các Mẹ Review-Thanh Lý: Máy Pha Sữa, Máy Hâm Sữa, Máy Tiệt Trùng...\nThanh lý nhiều đồ mẹ và bé giá rẻ lắm các mom ơi\n27/01/2024 09:09:23']",38389,https://www.facebook.com/groups/614770969645645/posts/1077769150012489/?__cft__[0]=AZWzepruvN7TQeqpsRCB86P_qqkpA0jpHBLmciTQhcm7ffQaerwbVOFaUyHA4eID7UFl7b35cC5gMZaidlrZ0ilxvMGkstZlpz5SVZ1lVYJzj9DsUkDo9ArICdNOk79kRdkI7IdJzswkQFK5Pjwt3M7YX2onDrfUkJSb4ujcvbYrUUdiXO2dK9dzGaSiOdB-IH0&__tn__=%2CO%2CP-R,"Thứ Tư, 24 Tháng 1, 2024 lúc 15:51",25
['Các bạn 49k đang thi đó nên bình tĩnh nha :)) '],"['Tất cả, 83', 'Haha, 40', 'Thích, 24', 'Buồn, 18', 'Yêu thích, 1']","['Hội Các Mẹ Review-Thanh Lý: Máy Pha Sữa, Máy Hâm Sữa, Máy Tiệt Trùng...\nThanh lý nhiều đồ mẹ và bé giá rẻ lắm các mom ơi\n22/01/2024 16:30:05', 'Trương Bách Việt', 'Bảo Uyênn dl dí chạy lm đi chụp kh yên:))))']",39564,https://www.facebook.com/groups/614770969645645/posts/1076463590143045/?__cft__[0]=AZWxp6X96E9wJb8f-3PBZEIiQnlsUEUPkKnfa9vF28ZD2RlfZYF7gTfuOpnpXlenSK9Mu9a2vVA0bTvOJw2wYbKN42Bp-CZHLMHP6G0QhRr4JwiZNsNsSWeHTL5Pyr_pu1Vl6SRT9txPUUyGvGr2e4pfUarLaeNdIRMdl_W42vV5HDl4_koFa3bykuF2xqSINYg&__tn__=%2CO%2CP-R,"Thứ Hai, 22 Tháng 1, 2024 lúc 11:16",3
