content,emoji,comment,current,time,comments_size
['Tui cần 1 bạn kèm giúp tui môn thanh toán trong ngoại thương ạ. Trả công xứng đáng ạaaa '],"['Thích, 1']",[],868,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",0
['Em cần tìm sách dưới đâyyy ạaaaaa '],"['Thích, 4']","['Mình có tổng quan du lịch 15k', 'Nguyễn Duyên c ơi rep ib em ạ', 'Mình có gttkd', 'Mình có ạ', 'Mình có tổng quan', 'Mk có triết nha', 'Theo dõi', 'Bạn nào Tiếng Anh ở mức căn bản muốn học cải thiện,Giao tiếp hay muốn có phương pháp và định hướng tự học IELTS thì follow FB mình nhé', 'Mình có gttkd 25k']",1067,"Thứ Tư, 13 Tháng 3, 2024 lúc 08:16",9
"['Gần trường ĐHKT có chỗ nào tập Yoga ko ạ\nMong mn gth giúp em, many thanks']","['Thích, 3']",['Dạ Alpha Fitness & Yoga Center 210 Trần Hưng Đạo á chị'],96882,"Chủ Nhật, 18 Tháng 2, 2024 lúc 18:14",1
['Ai pass những sách dưới đây ib em ạ'],"['Thích, 2']","['Chấm', 'Mình có thị trường, thống kê, lsđ', 'Nguyễn Châu ib', 'mình có cnxh, elementary 2, plđc, tkkd', 'Khánh Vi còn cnxh k bạn', 'Theo dõi', 'CNXH,QTHoc, Thống kê ib nha,', 'Mình có file ôn lsđ và thống kê', 'mình có cnxh', 'Ai có tư tưởng kh ạ', 'thị trường thống kê ib', 'Mình có thị trường và thống kế nha', 'Mình có lsđ', 'Mình có cnxh 20k', 'Phann Thị Thu Thơ cậu có slide hay giáo trình vậy ạ', 'Ning Ning giáo trình nha', 'Trần Mỹ Hạnh còn nha', 'Mình có plđc', 'Mình có giáo trình PLDC\nSlide qtri học\nMình cho chứ hong pass nha, b lấy thì ib mìnhhh', 'Phạm Xuân Lài chị yêu thiệt tình người', '2', 'Mai Linh', 'Tớ thii xongg paass fx580. Cầnn nhắnn. tinn. cho mìnnh.b d t rr h u u', 'Mình có PLDC, QTH pass đồng giá 7k nha', 'Mình có thống kê 15k', 'Mình có giáo trình+ slide+ all đề ôn tkê vs thị trg ạ', 'Nhi Trần mua tl của bn này là gpa 3.8 nha cả nhà', 'Nhi Trần xin vía bniu nhé', 'Nguyệt Thu :)))))))', 'Mình có slide Thị trường thầy Vương Bảo Bảo, slide Thống kê thầy Phạm Quang Tín và giáo trình Thống kê thầy Nguyễn Văn Can', 'mình có thống kê', 'Mua thống kê ib mik', 'mình có lsđ', 'Mình có slide thống kê với qth tiếng anh', 'Mình có pldc nhé\ncó highlight lun', 'Mình pass tt&đche tchinh new 20k ạ', 'Mình có 2,4,6', '.', 'Mình có thống kê']",97522,"Chủ Nhật, 18 Tháng 2, 2024 lúc 14:04",39
['Cho em hỏi ký túc xá trường mình mấy giờ đóng cửa vậy ạ'],[],[],98697,"Chủ Nhật, 18 Tháng 2, 2024 lúc 09:21"
"['CẦN NGƯỜI LÀM Ở HẢI CHÂU ĐÀ NẴNG\nNữ 19T đến 45T, 6tr_9tr/ tháng.\nKHÔNG YÊU CẦU KINH NGHIỆM\nCẦN VIỆC IB hoặc LIÊN HỆ 070.811.9698.']","['Thích, 2']",[],98936,"Chủ Nhật, 18 Tháng 2, 2024 lúc 06:21"
['Có bạn nào học lớp GDTC4 - VVN 01 hông ạ. Cho em hỏi việc này với ạ. Em cảm ơn'],"['Thích, 16']",[],99573,"Thứ bảy, 17 Tháng 2, 2024 lúc 22:40"
[],"['Thích, 11']","['Ib ạ', 'Còn những môn này thui ạ', 'Còn vi mô Lê thế giới K ạ', 'Như Quỳnh hết ạ']",99825,"Thứ bảy, 17 Tháng 2, 2024 lúc 21:53",4
['ai có ib'],"['Thích, 3']","['Mình có NMKD, tin, triết, luật. Ib nha', 'Có GTTKD ạ', 'ib em', 'mình có luật kd ạ', 'Mình có Luật và NMKD', 'Lê Ngọc Trâm ing bóc ạ', 'full bộ luật: 30k; tin: 15k', 'Theo dõi', 'Vĩ mô + triết nha', 'Ib mình nhoé']",101001,"Thứ bảy, 17 Tháng 2, 2024 lúc 21:25",10
['Em cần mua lại những môn của mấy thầy cô này ạ'],"['Thích, 1']","['mình có giáo trình quản trị học ạ', 'Mình có plđc + qth + tl ôn thi', 'Thư Lê cho mình xin giá với đc k ạ', 'Ning Ning 15k', 'Thư Lê cậu có giáo trình hay có thêm tl ôn thi gì ấy k ạ', 'Ning Ning có giáo trình kèm tl ôn thi nha', 'Mình có thị trường ,thống kê', 'Nguyễn Châu cho mình xin giá với đc k ạ', 'Ning Ning ib ạ', 'ttđc + tkkd ib', 'Mình có ttdc + thống kê', 'Em Nhỏ bạn có giáo trình hay tài liệu ôn đồ gì k ạ', 'mình có pldc kèm đề ôn 15', 'sách thống kê thầy cang 15k', 'Mình có thị trường và định chế ạ', 'Minh Thư cậu có tl ôn hay giáo trình hay gì vậy ạ. Cho mình xin giá luôn ạ', 'Mình có triết và thống kê kinh doanh và kinh tế ạ']",102187,"Thứ bảy, 17 Tháng 2, 2024 lúc 21:20",17
['góc pasá gt aj'],[],[],102952,"Thứ bảy, 17 Tháng 2, 2024 lúc 09:19"
['Cần mua chiếc xe máy cũ chở hàng ai dư xe thanh lí lại ko'],"['Thích, 1']",[],103902,"Thứ bảy, 17 Tháng 2, 2024 lúc 09:00"
"['Bạn nào mới ra trường muốn trải nghiệm thì ib nhé\nTuyển dụng Nhân viên CSKH - Lễ tân:\nMô tả công việc:\n- Niềm nở chào đón và giải đáp kịp thời các thắc mắc, yêu cầu của Khách hàng.\n- Đăng ký và quản lý thông tin Khách hàng; cập nhật hàng ngày.\n- Đảm bảo truyền đạt đầy đủ thông tin cho Hội viên về các Nội quy và quy định của Công ty.\n- Xử lý hợp đồng và hóa đơn cho khách hàng.\n- Đảm bảo các giao dịch, chứng từ thanh toán chính xác.\n2. Yêu cầu:\n- Kỹ năng máy tính cơ bản\n- Kỹ năng giao tiếp, lắng nghe tốt\n- Khả năng giải quyết vấn đề\n-Khả năng tiếng Anh cơ bản\n3.Quyền lợi:\n- Hưởng các chế độ BHXH, BHYT, BH sức khỏe 24/24\n- Team building, du lịch hàng năm\n- Tập luyện miễn phí tại hệ thống phòng tập Elite Fitness đẳng cấp 5 sao\nLiên hệ phỏng vấn: inbox trực tiếp hoặc gửi CV về email: khanh.tnb@elitefitness.com.vn']","['Thích, 1']",[],104171,"Thứ bảy, 17 Tháng 2, 2024 lúc 07:56"
"['GÓC TÌM BẠN CHUNG GIƯỜNG \n Đầu tháng 3 em cần tìm bạn ở ghép là nữ, trọ ở quanh khu vực Đà Nẵng - Võ Văn Kiệt: Gần biển, gần trường ĐH Kinh Tế, gần chợ,… \nTrọ chưa tới 2tr\n/1 người\nĐiện 3,5\n/1 chữ\nNước 50\n/1 người\nTrọ rất ok, yên tĩnh, thoáng mát, sạch sẽ, đảm bảo an ninh, chủ riêng, thoải mái giờ giấc, 2 máy giặc chung, free wifi, có sẵn đồ nội thất, gia dụng(bàn, ghế, bếp,…) \nAi có nhu cầu ib mình nhá ', '+2']","['Thích, 4']",['Nam đc ko e'],104574,"Thứ bảy, 17 Tháng 2, 2024 lúc 00:41",1
"['GÓC TÌM BẠN CHUNG GIƯỜNG \n Đầu tháng 3 em cần tìm bạn ở ghép là nữ, trọ ở quanh khu vực Đà Nẵng - Võ Văn Kiệt: Gần biển, gần trường ĐH Kinh Tế, gần chợ,… \nTrọ chưa tới 2tr\n/1 người\nĐiện 3,5\n/1 chữ\nNước 50\n/1 người\nTrọ rất ok, yên tĩnh, thoáng mát, sạch sẽ, đảm bảo an ninh, chủ riêng, thoải mái giờ giấc, 2 máy giặc chung, free wifi, có sẵn đồ nội thất, gia dụng(bàn, ghế, bếp,…) \nAi có nhu cầu ib mình nhá ']",[],[],105434,"Thứ Sáu, 16 Tháng 2, 2024 lúc 11:55"
['Cần mua chiếc xe máy cũ gấp ai dư xe thanh lý lại ko'],"['Thích, 1']",[],106093,"Thứ Sáu, 16 Tháng 2, 2024 lúc 11:13"
"['có ai muốn ở ghép k ạ. em đang ở căn hộ mini 2 giường ngủ full nội thất, 4tr/1 tháng/3 người, hiện đang có 2 người. Ưu tiên người vô ở liền được nha']","['Thích, 6']",[],106361,"Thứ Sáu, 16 Tháng 2, 2024 lúc 00:42"
['góc pass tl ạ'],"['Thích, 2']","['Ib', 'Thị An ok']",106633,"Thứ Năm, 15 Tháng 2, 2024 lúc 12:14",2
['Cần mua chiếc xe máy cũ xe ga hoặc số ai dư thanh lý lại ko'],[],[],107736,"Thứ Năm, 15 Tháng 2, 2024 lúc 11:02"
['Cần mua chiếc xe máy cũ xe ga hoặc số ai dư thanh lý lại ko'],"['Thích, 1']",[],107975,"Thứ Tư, 14 Tháng 2, 2024 lúc 09:16"
['Cần mua chiếc xe máy cũ ai dư xe thanh lý lại ko'],[],[],108243,"Thứ Ba, 13 Tháng 2, 2024 lúc 08:34"
[],[],[],108482,"Thứ Hai, 12 Tháng 2, 2024 lúc 17:55"
['Cần mua chiếc xe máy cũ gấp ai dư xe thanh lý lại ko'],[],[],108714,"Thứ Hai, 12 Tháng 2, 2024 lúc 15:50"
[],[],[],108952,"Chủ Nhật, 11 Tháng 2, 2024 lúc 22:34"
"['[FPT EDUCATION] MỞ MÀN LIST JOB MẢNG GIÁO DỤC NĂM 2024\n\nHòa trong không khí tết đến xuân về, tranh thủ thời gian nghỉ ngơi mình cùng tân trang lại chiếc CV ""sang - xịn - mịn"" để ra tết sẵn sàng lên dây cót on-board thoi cả nhà ơi. Các vị trí đang open cả nhà tham khảo dưới đây nhé:\n\nCán bộ Tuyển sinh:\n1. Trường Đại Học FPT\n2. Trung tâm trao đổi sinh viên quốc tế - FPTU Global (có chứng chỉ IELTS 6.5 trở lên hoặc tương đương)\n3. Viện Quản trị và Công nghệ FSB\n\nCộng tác viên Tuyển sinh:\n1. Viện Quản trị và Công nghệ FSB\n2. Greenwich Việt Nam\nCán bộ Y tế học đường - Trường Cao đẳng FPT Polytechnic\nMọi người quan tâm có thể ping ping CV về địa chỉ\nhr.fedn@fe.edu.vn nha. Mọi thắc mắc qua inb mình ready hỗ trợ xuyên tết ạ\nChúc cả nhà có một năm mới thật rực rỡ, hanh thông và hạnh phúc bên gia đình\n\n\nContact infor:\nPhone/Zalo: 0789 206 821']",[],[],109184,"Chủ Nhật, 11 Tháng 2, 2024 lúc 17:37"
"['16. The children play, the parents watch.\n    �� \n     seapdypcw mjdaudwwn lfphkvple ddxqaezij ijxfwywnn \n [r9] \n    ']",[],[],109928,"Thứ bảy, 10 Tháng 2, 2024 lúc 15:20"
[],[],[],110171,"Thứ Sáu, 9 Tháng 2, 2024 lúc 17:59"
"['𝐆𝐎́𝐂 𝐓𝐈̀𝐌 𝐍𝐇𝐀̂𝐍 𝐒𝐔̛̣\nviệc sau TẾT\n- Cần 1 vài bạn hỗ trợ côg việc ở văn phòng ở cơ sở hoà Khánh , thanh Khuê \n- \n Làm theo team nên sẽ đc training từ a->z\n𝐓𝐡𝐨̛̀𝐢 𝐠𝐢𝐚𝐧  Part and full time, \n-                       Làm việc xoay ca linh hoạt\n𝐌𝐨̂ 𝐭𝐚̉ 𝐜𝐨̂𝐧𝐠 𝐯𝐢𝐞̣̂𝐜:\n- Marketing cho các dự án công nghệ \n- Hỗ trợ xây dựng phát triển cộng đồng\n𝐓𝐡𝐮 𝐧𝐡𝐚̣̂𝐩: 3-5tr/tháng\n𝐘𝐞̂𝐮 𝐜𝐚̂̀𝐮: Đủ 18 tuổi trở lên chăm chỉ, nhanh nhẹn, vui vẻ, hoà đồng, thái độ tốt\nLiên hệ sđt :0762758065']",[],[],110414,"Thứ Năm, 8 Tháng 2, 2024 lúc 19:22"
"[' Mình chuyên hỗ trợ học tập. tiểu luận, báo cáo thực tập, khóa luận, luận văn thạc sỹ và sp thi... các chuyên ngành:\n* Vi, vĩ mô,\n* Tài chính doanh nghiệp, \n* Ngân hàng thương mại, \n* Du lịch\n* Ngôn ngữ (Anh, Trung,...)\n* Quản lý kinh tế, \n* Kế toán, \n* Luật\n* Tài chính doanh nghiệp, \n* Quản trị kinh doanh,\n*  Đặc biệt công nghệ thông tin mình chỉ hỗ trợ từ báo cáo thực tập trở lên nhé.\n* Có hỗ trợ xin dấu mộc thực tập các chuyên ngành\n* Có hỗ trợ làm bài nhanh trong 24h\nMình xin cảm ơn ']",[],[],110725,"Thứ Năm, 8 Tháng 2, 2024 lúc 17:22"
[],[],[],111027,"Thứ Năm, 8 Tháng 2, 2024 lúc 17:08"
['Amazing Video'],[],[],111280,"Thứ Năm, 8 Tháng 2, 2024 lúc 14:59"
['Cần mua chiếc xe máy cũ gấp ai dư xe bán lại ko'],[],[],111493,"Thứ Năm, 8 Tháng 2, 2024 lúc 14:14"
['Bạn nào đang có nhu cầu tìm công việc làm xuyên tết tại nhà nhận lương trong ngày ib cho mình nha !'],"['Yêu thích, 1']","['.', '.', '.']",111731,"Thứ Năm, 8 Tháng 2, 2024 lúc 14:00",3
['Có anh chị nào học kinh tế khu vực thầy Huỳnh Viết Thiên Ân có thể cho em hỏi xíu được không ạ'],[],[],112478,"Thứ Hai, 5 Tháng 2, 2024 lúc 22:51"
"['Mình pass: \n- Giáo trình và file ôn tập, silde KTVM của tất cả các thầy cô: 10k\n- Giáo trình,lí thuyết, bài tập, để cương, đề cũ Toán ứng dụng: 20k\n- Giáo trình, slide, tài liệu ôn tập PLĐC: 10k']",[],[],112699,"Chủ Nhật, 4 Tháng 2, 2024 lúc 17:49"
"['𝘏𝘖𝘈̀𝘕 𝘊𝘈̉𝘕𝘏 𝘛𝘖̣̂𝘐 𝘘𝘜𝘈́ 𝘊𝘈̉ 𝘕𝘏𝘈̀ 𝘖̛𝘐\nĐ𝘈𝘕𝘎 𝘙𝘈̂́𝘛 𝘊𝘈̂̀𝘕 𝘚𝘜̛̣ 𝘊𝘏𝘜𝘕𝘎 𝘛𝘈𝘠 𝘎𝘐𝘜́𝘗 Đ𝘖̛̃ 𝘊𝘜̉𝘈 𝘊𝘈́𝘊 𝘘𝘜𝘠́ 𝘔𝘛𝘘\nĐ𝘰́ 𝘭𝘢̀ 𝘩𝘰𝘢̀𝘯 𝘤𝘢̉𝘯𝘩 𝘤𝘶̉𝘢 𝘤𝘩𝘢́𝘶: 𝘕𝘎𝘜𝘠𝘌̂̃𝘕 𝘋𝘜𝘠 𝘒𝘏𝘈𝘕𝘎 - 𝘴𝘪𝘯𝘩 𝘯𝘨𝘢̀𝘺 03/5/2022. Đ𝘪̣𝘢 𝘤𝘩𝘪̉: 𝘛𝘩𝘰̂𝘯 5, 𝘹𝘢̃ 𝘛𝘪𝘦̂𝘯 𝘈𝘯, 𝘏. 𝘛𝘪𝘦̂𝘯 𝘗𝘩𝘶̛𝘰̛́𝘤, 𝘘𝘶𝘢̉𝘯𝘨 𝘕𝘢𝘮\n 𝘊𝘩𝘢́𝘶 𝘶𝘰̂́𝘯𝘨 𝘯𝘩𝘢̂̀𝘮 𝘯𝘶̛𝘰̛́𝘤 𝘵𝘢̂̉𝘺 đ𝘦̂̉ 𝘵𝘢̂̉𝘺 𝘣𝘢̣𝘤, 𝘵𝘳𝘢𝘯𝘨 𝘴𝘶̛́𝘤 𝘥𝘢̂̃𝘯 đ𝘦̂́𝘯 𝘣𝘪̣ 𝘵𝘦𝘰 𝘵𝘩𝘶̛̣𝘤 𝘲𝘶𝘢̉𝘯 đ𝘢̃ 𝘮𝘰̛̉ 𝘥𝘢̣ 𝘥𝘢̀𝘺 𝘳𝘢 𝘥𝘢. 𝘊𝘩𝘢́𝘶 𝘷𝘶̛̀𝘢 đ𝘶̛𝘰̛̣𝘤 𝘱𝘩𝘢̂̃𝘶 𝘵𝘩𝘶𝘢̣̂𝘵 𝘵𝘩𝘢𝘺 đ𝘰𝘢̣𝘯 𝘵𝘩𝘶̛̣𝘤 𝘲𝘶𝘢̉𝘯 𝘣𝘪̣ 𝘵𝘦𝘰 𝘷𝘢̀ 𝘤𝘩𝘶𝘺𝘦̂̉𝘯 𝘣𝘪̣ 𝘥𝘢̣ 𝘥𝘢̀𝘺.𝘏𝘪𝘦̣̂𝘯 đ𝘢𝘯𝘨 đ𝘶̛𝘰̛̣𝘤 𝘵𝘩𝘦𝘰 𝘥𝘰̃𝘪 𝘵𝘢̣𝘪 𝘒𝘩𝘰𝘢 𝘏𝘰̂̀𝘪 𝘴𝘶̛́𝘤 𝘵𝘪́𝘤𝘩 𝘤𝘶̛̣𝘤 𝘷𝘢̀ 𝘤𝘩𝘰̂́𝘯𝘨 đ𝘰̣̂𝘤, 𝘉𝘝 𝘕𝘩𝘪 Đ𝘰̂̀𝘯𝘨 𝘐𝘐.\n𝘏𝘰𝘢̀𝘯 𝘤𝘢̉𝘯𝘩 𝘨𝘪𝘢 đ𝘪̀𝘯𝘩 𝘬𝘩𝘰́ 𝘬𝘩𝘢̆𝘯 𝘬𝘩𝘪 :\n𝘉𝘰̂́ 𝘭𝘢̀: 𝘕𝘨𝘶𝘺𝘦̂̃𝘯 𝘝𝘢̆𝘯 𝘕𝘨𝘶𝘺𝘦̂𝘯. 𝘚𝘯: 1999. 𝘭𝘢̀𝘮 𝘕𝘰̂𝘯𝘨\n𝘔𝘦̣ Nguyễn thị Cẩm Tú . 𝘴𝘯: 2000. 𝘋𝘢̂𝘯 𝘵𝘰̣̂𝘤: 𝘉𝘢 𝘯𝘢 , 𝘮𝘦̣ 𝘰̛̉ 𝘯𝘩𝘢̀ 𝘤𝘩𝘢̆𝘮 𝘤𝘰𝘯 𝘯𝘩𝘰̉.\n𝘉𝘰̂́ 𝘮𝘦̣ 𝘬𝘩𝘰̂𝘯𝘨 𝘤𝘰́ 𝘤𝘰̂𝘯𝘨 𝘷𝘪𝘦̣̂𝘤 𝘰̂̉𝘯 đ𝘪̣𝘯𝘩. Đ𝘦̂̉ 𝘤𝘰́ 𝘵𝘩𝘦̂̉ 𝘵𝘳𝘢𝘯𝘨 𝘵𝘳𝘢̉𝘪 𝘬𝘪𝘯𝘩 𝘱𝘩𝘪́ 𝘬𝘩𝘪 𝘤𝘩𝘢́𝘶 𝘯𝘢̆̀𝘮 đ𝘪𝘦̂̀𝘶 𝘵𝘳𝘪̣ 𝘵𝘢̣𝘪: 𝘉𝘝 𝘕𝘩𝘪 Đ𝘰̂̀𝘯𝘨 𝘐𝘐\n𝘕𝘢𝘺 𝘦 𝘹𝘪𝘯 𝘮𝘢̣𝘰 𝘮𝘶𝘰̣̂𝘪 𝘹𝘪𝘯 𝘬𝘦̂𝘶 𝘨𝘰̣𝘪 𝘬𝘪𝘯𝘩 𝘱𝘩𝘪́ 𝘨𝘪𝘶́𝘱 𝘨𝘪𝘢 đ𝘪̀𝘯𝘩 𝘷𝘶̛𝘰̛̣𝘵 𝘲𝘶𝘢 𝘨𝘪𝘢𝘪 đ𝘰𝘢̣𝘯 𝘬𝘩𝘰́ 𝘬𝘩𝘢̆𝘯 𝘯𝘢̀𝘺. 𝘙𝘢̂́𝘵 𝘮𝘰𝘯𝘨 𝘤𝘢́𝘤 𝘵𝘢̂́𝘮 𝘭𝘰̀𝘯𝘨 𝘩𝘢̉𝘰 𝘵𝘢̂𝘮 𝘤𝘩𝘶𝘯𝘨 𝘵𝘢𝘺 𝘨𝘪𝘶́𝘱 đ𝘰̛̃. 𝘌 đ𝘢̣𝘪 𝘥𝘪𝘦̣̂𝘯 𝘤𝘩𝘰 𝘨đ 𝘹𝘪𝘯 𝘵𝘪𝘦̂́𝘱 𝘯𝘩𝘢̣̂𝘯 𝘶̉𝘯𝘨 𝘩𝘰̣̂ 𝘷𝘢̀ 𝘴𝘦̃ đ𝘢̆𝘯𝘨 𝘣𝘢̀𝘪 𝘤𝘰̂𝘯𝘨 𝘬𝘩𝘢𝘪 𝘥𝘢𝘯𝘩 𝘴𝘢́𝘤𝘩 𝘲𝘶𝘺́ 𝘔𝘛𝘘 𝘩𝘰̂̃ 𝘵𝘳𝘰̛̣ đ𝘢̂̀𝘺 đ𝘶̉. \n𝘔𝘰̣𝘪 𝘴𝘶̛̣ đ𝘰́𝘯𝘨 𝘨𝘰́𝘱 𝘹𝘪𝘯 𝘨𝘶̛̉𝘪 𝘷𝘦̂̀: \n 𝘛𝘦̂𝘯 𝘤𝘩𝘶̉ 𝘵𝘬: Nguyễn thị Cẩm Tú\n𝘚𝘰̂́ 𝘛𝘒:  19072261418012\n𝘕𝘨𝘢̂𝘯 𝘩𝘢̀𝘯𝘨 Teckcombank\n( 𝘒𝘩𝘪 𝘊/ 𝘒𝘩𝘰𝘢𝘯 𝘲𝘶𝘺́ 𝘔𝘛𝘘 𝘨𝘩𝘪 𝘵𝘦̂𝘯 𝘯𝘨𝘶̛𝘰̛̀𝘪 𝘶̉𝘯𝘨 𝘩𝘰̣̂ 𝘷𝘢̀ 𝘯𝘰̣̂𝘪 𝘥𝘶𝘯𝘨: 𝘜̉𝘕𝘎 𝘏𝘖̣̂ 𝘊𝘏𝘈́𝘜 𝘒𝘏𝘈𝘕𝘎, \n𝘊𝘏𝘈̂𝘕 𝘛𝘏𝘈̀𝘕𝘏 𝘊𝘈̉𝘔 𝘖̛𝘕 𝘘𝘜𝘠́ 𝘔𝘛𝘘 𝘙𝘈̂́𝘛 𝘕𝘏𝘐𝘌̂̀𝘜 \n  ']",[],[],112961,"Chủ Nhật, 4 Tháng 2, 2024 lúc 03:28"
