text,label,Post_ID
miêu tả ai z chắc kp t,Negative,149
thấy kinh khủng bố chưa,Neutral,149
anh ơi bé này hát hơi bị xịn lại còn là ngưòi quảng nam nữa phạm thị vân khánh,Negative,149
bé ni nữa nè anh ơi duy xuyên quảng nam hân hạnh tài trợ,Postive,149
xử nữa r đó,Negative,149
chốt đơn em xin ứng tuyển,Neutral,149
anh ơii anh đừng bỏ lỡ nha anh,Postive,149
đã đến lúc r kìa con cơ hội tới,Neutral,149
tha trò,Postive,149
quê quảng nam mà chắc người ae quảng trị cũm đc hì,Negative,149
đúng z hoan hỉ quá,Postive,149
người ae đn kìa thời cũng tới r đó,Neutral,149
chị khuê à chị thì ghê rồi,Postive,149
kìa chị bé ra na cho zuiii,Neutral,149
thik khum kìa vui thật,Neutral,149
yêu anh nào dưới,Postive,149
khét nhờ vui thật,Postive,149
thời tới,Neutral,149
ko thấy chỗ apply,Negative,149
đây anh vui thật,Neutral,149
neèe,Postive,149
bạn này ở quảng trị được ko ạ,Neutral,149
bả sốt ruột hơn t nữa r đó vui thật,Postive,149
tại thấy bả tiếc quá nên hỏi giúp,Neutral,149
thời của tao chăng,Neutral,149
lên luôn gái ơi,Postive,149
nhma thì cx hơi cấn,Negative,149
tới đi c,Neutral,149
có muốn hong kìa,Neutral,149
hông nha,Negative,149
bạn e đủ mọi yếu tố mà còn nc lịch sự nữa,Postive,149
wowow wooww,Neutral,149
mạnh dạng lm mối b này ạ,Postive,149
tới,Neutral,149
đến hẹn lại lên,Postive,149
giờ t chỉ tính chuyện nghỉ hưu thôi chớ không bàn chuyện yêu đương vui thật,Negative,149
mạnh dạn đề cử bạn này ạ,Neutral,149
ok k,Postive,149
huyên ok đó bạn,Postive,149
tới đi bạn,Neutral,149
trùm bán đá mỹ nghệ ngũ hành nếu ngài không chê,Neutral,149
sao nhớ tới bạn hay vậy,Negative,149
hội tụ nhiều yếu tố,Neutral,149
thấy k có yếu tố nào hợp hếch,Neutral,149
hợp a vincent thôi đk,Neutral,149
pi cao đây,Neutral,149
em xin gửi gắm bạn này cho a nguyễn quỳnh uyên thyy,Neutral,149
tiếc quá chúng tôi gái huế vui thật,Negative,149
định hướng ở đn mà lo gì muốn là có mặt ở huế liền,Postive,149
thôi thy né,Negative,149
nhường cho trâm ngô vui thật,Postive,149
hong thích trai na buồn thật,Negative,149
tề,Neutral,149
quá ư là hợp lý,Postive,149
hốt lẹ ông bà mừng,Postive,149
dzo,Neutral,149
nhường mđ,Postive,149
thôi kính lão đắc thọ vui thật,Negative,149
nhường thảo ly đi trước,Postive,149
để lại tín hiệu sos,Neutral,149
qua ngũ hành sơn mua sắm cho đỡ lạnh nào tình yêu ơi,Neutral,149
mình bỏ trong thùng xốp,Neutral,150
do phòng ẩm thôi ạ nếu xác định ở lâu dài thì mua máy hút ẩm hoặc dùng điều hòa làm thiết bị hút ẩm nhưng mà thôi vote chuyển trọ,Neutral,150
có thể do phòng không thoáng khí và ẩm thấp nên dễ bị mốc á mở cửa sổ và thường xuyên dọn dẹp có thể khắc phục được phần nào đó mốc đồ ntn nha,Negative,150
mốc riết rồi quen thôi tết năm ngoái xong lên mốc nguyên cái gác nè em ơi tường thì ẩm quá tróc hết sơn chăn mền quần áo phải dùng bọc kín hoặc hộp nha ko thì bye bye hết vui thật,Negative,150
nghe quen quen,Neutral,150
thét,Negative,150
chịu xầu,Negative,150
mài viết cfs à vui thật,Postive,150
ai vào đây nữa,Negative,150
me tooo,Postive,150
do nhà trọ đó bà ơi tui ở bao năm có làm sao đâu,Neutral,150
đồng cảnh ngộ,Negative,150
quá mẹt roi,Negative,150
chắc là vật liệu xây dựng bị hút nước với lại phòng không thoáng khí đó mua mấy gói hút ẩm về dùng với lại mở cửa sổ ra cho thoáng,Negative,150
sắp gòi,Negative,150
giúp em trả lời những câu hỏi,Postive,150
âm khí,Negative,150
ra khôm phải mỗi phòng mình bị vui thật,Negative,150
chuyển trọ đi vui thật,Negative,150
ê tui cũng sợ trọ tui ghê,Negative,150
mùa ni dễ bị mốc chứ hok sao đâu bà,Neutral,150
đổi môi trường sống đi ạ sống vậy thời gian lâu âm khí sẽ khiến cơ thể bạn mất năng lượng người sẽ sinh bệnh nhất là rất dễ đau khi trở trời,Negative,150
chưa nghỉ ad nghe,Postive,151
tuần dự trữ tính trong tuần này luôn hả ad,Postive,151
tự giác đi bà về là đẹp ròi,Neutral,151
hong biết có giống lịch thực tập hong nè lịch thực tập đc nghỉ tết từ ó,Neutral,151
ước đc nghỉ,Negative,151
ai bảo ham làm cứ theo lịch nghỉ là đựt,Negative,151
ham dữ chưa k cho nghỉ chứ k có ham,Postive,151
nhóe,Neutral,151
tin chuẩn chưa để e còn đi kể a,Neutral,151
tin chuẩn nha e,Neutral,151
chuẩn hay z ạ,Postive,151
ko nói điêu điêu thì thôi ạ,Neutral,151
đặt vé r hay cũng như nhau thôi,Neutral,151
kh dám đánh cược số phận vào quản trị chiến lược,Negative,151
cược xem hay đi e,Neutral,151
hỏi trường buồn thật,Negative,151
vui quá v là đc gặp các bạn lâu hơn,Postive,151
chơ vui thật,Neutral,151
chắc chưa,Neutral,151
thầy phó khoa confirm,Neutral,151
chốt ngày mấy rửa,Negative,151
chả biết luôn,Negative,151
toi vẫn lòng son sắt tin thầy cô thương chúng ta bạn à,Postive,151
để bạn ở đâyyyy,Neutral,151
hỏi à vui thật,Neutral,151
hỏi đok buồn thật,Negative,151
lớn rồi mình tự nghỉ hehe,Postive,151
em thấy kì em bắt đầu từ tuần nên chắc là nghỉ rồi chị,Negative,151
thắc mắc tht,Postive,151
sao ko hỏi t buồn sâu sắc,Negative,151
lỡ đặt vé xe rồi biết sao giờ,Neutral,151
đặt vé xe đi đâu z,Neutral,151
đi dề quê,Neutral,151
rồi hay nguyễn thị sơn ca mậu hồng,Neutral,151
á,Neutral,151
là học xong đi dề rồi c,Neutral,151
chắc j,Neutral,151
chấm hónggg,Neutral,151
tin juan chưa ạ để em chốt vé,Neutral,151
chốt đi e,Neutral,151
chuẩn,Neutral,151
thi xong là được nghỉ rồi phải không ạ vui thật,Negative,151
lỡ đặt vé xe r kiểu vui thật,Negative,151
nhanh z,Postive,151
kh đặt là nằm ở hầm xe nha kakaa,Neutral,151
đây cx đặt mà ngta chưa cho đặt,Neutral,151
xe về chỗ t có xe à,Neutral,151
hóng,Negative,151
ụa sao tâm linh zậy mới hỏi đây mà,Neutral,151
tưởng sa đăng ko á trời,Negative,151
lỡ hẹn chơi nem mừi rầu giờ sô đey,Negative,151
thì rủ thêm mn chơi chung tưởng chơi chức nx chá,Neutral,151
có lẽ là thật rồi,Neutral,151
kìa,Neutral,151
ở đây lun khỏi về,Neutral,151
muốn về sớm,Negative,151
thì về thoi,Negative,151
thôi sợ vui thật,Negative,151
íu,Negative,151
bạn đặt vé về quê là chuẩn bị học lại chiến lược rồi đó vui thật,Postive,151
mình có làm đơn xin trợ cấp phí về quê được không nhỉ,Neutral,151
xưa nhớ nghỉ sớm mờ nghỉ lâu lắm mà ta vui thật,Postive,151
lịch là của trường còn nghỉ từ ngày nào là sinh viên tự quyết,Negative,151
dữ,Negative,151
tự giác đi,Negative,151
tính ra cô ấy nghỉ từ lúc thi đến cuối tháng luôn ó chớ vui thật,Neutral,151
tôi ăn tết sớm,Neutral,151
ăn tết kỹ quá ó nhen,Negative,151
lỡ đặt vé rồi,Negative,151
cần một cái xác nhận để mình đặt xe nữa,Neutral,151
về thoiiiiii,Neutral,151
tự giác th e,Neutral,151
lớn r tự giác nghỉ,Negative,151
sao bạn nói z,Neutral,151
tại hồi trc thấy ở đâu ớ,Neutral,151
độ,Neutral,151
xong ngày là t nghỉ rồi nghe,Negative,151
tưởng m nghỉ tết từ tháng r vui thật,Negative,151
đi học tới nghỉ tiếp,Negative,151
tự giác thoaii,Neutral,151
em có thể nghỉ ngay từ nếu muốn nha,Neutral,151
sao thấy lịch thi là xong rồi mà nhỉ,Negative,151
lẹ lẹ em còn bắt xe về zới bố mẹ,Postive,151
dữ r đó,Negative,151
t tự nghỉ,Negative,151
thường nghỉ tết trước tuần so với đn sg sẽ trước tháng,Negative,151
ddi,Neutral,151
sao kêu ngày nghỉ tết,Negative,151
cô kd said nhá,Postive,151
chắc cô giỡn hoi,Neutral,151
rồi là ngày nào,Neutral,151
meée ri mà nói nghỉ dc tu thất vọng,Negative,151
hahhaa cố lên ạ thêm nữa thoi mò,Postive,151
may quá đặt vé mà chưa trả tièn,Negative,151
đặt vé rồi bye trường,Negative,151
hay là mình nghỉ tuần,Negative,151
đặt xe,Neutral,151
lịch nghỉ tết bây giờ đối với chúng ta không còn quan trọng nữa,Negative,151
nghỉ vô tư ạ,Negative,151
bạn yêu ơi check lại bạn nhé,Postive,151
ủa bạn yêu răng bạn yêu nói nghỉ từ,Negative,151
ủa bữa thấy nghỉ moòo thì mình học xong là nghỉ lun,Negative,151
thấy trên lịch trường đưa đầu năm là nghỉ mà thấy thầy cô nào cũng bảo nghỉ tuần từ mà nghe hoang mang quớ đii,Negative,151
thi xong tự nghỉ chứ cần gì trường cho nghỉ,Negative,151
xem thêm bình luận,Neutral,151
chuyện là ad có cái deadline giảng viên set sẵn trên e mà chưa nghỉ là phải chạy dl đoóo,Negative,151
bùn nhiều,Negative,151
tóm lại là như này nè coi trong biểu đồ năm học với nghe đồn phong phanh thì sau khi đi học tuần đc nghỉ tết tức là đó tuy nhiên khi áp dụng công thức toán học vô cái lịch trường thì kỳ từ tuần tuần thì có tuần chính tuần dự trữ suy ra tuần nghỉ tết thôi là từ mới đc nghỉ tới đi học lại nên hông biết cái nào chuẩn hết à,Negative,151
đúng ròi như kỳ từ là tuần đó,Neutral,151
ngày xưa em toàn tự cho phép mình nghỉ haha,Negative,151
anh này học cả cả thạc sĩ vui thật,Postive,152
kinh nghiệm là run,Negative,152
thôi học bằng thôi rồi ra ngoài học khóa học bổ sung thêm vui thật,Postive,152
ạ,Neutral,152
đến lê hữu trác nha,Neutral,152
tới gần trường hoàng hoa thám đầy lun,Neutral,152
ib mình mình cho mấy cái mocktest nè,Neutral,152
bạn ơi mình inb xin ké được khum ạ buồn thật,Negative,152
không á,Neutral,152
xin ké ạ,Neutral,152
ké cho khóa buồn thật,Negative,152
nhân phẩm nha e trộm vía lúc trc c out mấy lần giám thị k biết,Negative,152
em tìm hỏi thử gv dạy môn đó có tên em trong danh sách lớp không vì bạn chị đki sau tkb kh hiện nhma tên vẫn có trong danh sách lớp hoặc kh thì em liên hệ pdt làm đơn đki học phần bổ sung,Neutral,152
thầy cử cũng xịn xò vui vẻ lắm á đi học thầy chăm đi đủ số buổi rồi nghe thầy giảng bài thì cuối kì dở tài liệu rất nhanh thầy giảng cũng dễ hiểu cũng có tâm lắm á nè,Negative,152
alo mọi người cho em hỏi lịch nghỉ tết âm trường mình với ạ em cần biết để đặt vé về nhà chứ sát ngày quá không có vé nữa tuyến đường về nhà em cũng ít xe nữa hic ai biết thì cmt với ạ em cám ơn happy new year,Negative,152
cho em hỏi có ai ở ktx mà xót chiếc xe của mình không ạ xe của các bạn sv ở ktx phải để ngày để đêm mà nhà xe không có mái che thấy nó dãi nắng dầm mưa mà đau ví quá huhu buồn thật,Negative,152
anhchịbạn nào đã và đang học chương trình học song bằng thì có thể cho em một số lời khuyên hoặc kinh nghiệm với ạ,Neutral,152
dạ hi mọi người hiện tại đang có cuộc thi data got talent của khoa tmđt tổ chức ấy ạ mình đang mong muốn tìm thêm bạn đồng hành để cùng tham gia lấy kinh nghiệm cũng như có thêm xíu trải nghiệm mới mẻ hiện mới có mình và một bạn nữa thôi nên hi vọng sẽ tìm được thêm từ bạn để cùng nhau lập team tham gia nha vì tụi mình đều chưa có kinh nghiệm nhiều nên welcome tất cả mọi người nè ai muốn tham gia mà chưa có team thì về với tui nhé ad đăng story cũng được ạ dạ em cảm ơn nhiùuu,Neutral,152
mng cho em hỏi ở đà nẵng in ảnh thẻ ở đâu vậy ạ em có ảnh thẻ tự chụp mà không biết đi đâu để in hết huhu,Negative,152
dạ em chào mọi người ạ em đang dự định tự học tại nhà để thi mos nhưng mà các nguồn tài liệu để ôn luyện thi không có nhiều ạ mọi người có tài liệu nào để luyện thi thì cho em xin với ạ tiện thể nếu các anh chị có bí kíp ôn thi thi gì thì cho em xin luôn dớiii để em có thể yên tâm đi thi tốt em cảm ơn ạa,Neutral,152
cho em hỏi thi cuối kì môn triết trường mình có cho sử dụng tài liệu không ạ,Neutral,152
nên học triết ở ai vậy ạ,Neutral,152
triết yêu dấu dạ cho em hỏi có ai có đề triết hay đề ôn tập gì không ạ với giảng viên gửi nội dung ôn tập là cái đó ra trong phần từ luận hay là cả tự luận và trắc nghiệm đều giới hạn trong phần nội dung ôn tập vậy ạ em cảm ơn ạ,Neutral,152
câu chuyện thực tập ac khóa trước cho em hỏi là trong thời gian thực tập khóa tính từ tháng em chưa tìm được doanh nghiệp thì ra tết thực tập có trễ ko ạ nếu trễ so với thời gian thực tập trường cho thì có bị phạt hay không ạ cuối năm doanh nghiệp ít tuyển khó tìm quá em sợ bị ra trường trễ,Negative,152
xin chào các anh chị và các bạn em đang hiện là sinh viên khóa đang trong giai đoạn ôn thi nên em cũng khá hồi hộp và lo lắng vì đây là kỳ thi đầu tiên của em ở môi trường đại học không biết là thầy cô có coi thi khó hay không và cách để vượt qua kỳ thi một cách em đẹp nhất là các môn như lịch sử đảng pháp luật đại cương em thấy những môn này phần lý thuyết khá là nhiều không biết phải làm sao để học hết tất cả huhu mong các anh chị có thể chia sẻ kinh nghiệm của bản thân để giúp đỡ e và những người bạn đầu khóa ạ em xin cảm ơn,Negative,152
có ai học lớp thể dục vào thứ tiết k ạ cmt cho em biết với ạ em có điều muốn hỏi tí tẹo,Neutral,152
nhiều người hỏi rồi nhưng em vẫn muốn hỏi lại cho chắc ai lịch nghỉ tết âm trường mình là ngày bao nhiêu dương ạ em đã chốt là ngày nhưng đọc một số cmt có giáo viên cfirm là ai cho em xin thông tin chính xác với ah,Neutral,152
cho em hỏi là thi cuối kì trên máy tính thì out tab thi ra có bị phát hiện không ạ,Neutral,152
chưa thấy web trường nào tệ như cái trường này lỗi từ khi đăng ký tín chỉ đến khi đăng ký xét công nhận tốt nghiệp mong phòng đào tạo có biện pháp khắc phục,Negative,152
hiện tại thì em là sinh viên năm rồi nhưng mà tiếng anh thì chưa có chữ nào không biết là có nơi nào dạy ổn không ạ mong mọi người cho em vài chỗ đễ theo học chớ hôg em thành chú bé đần luôn ạ em cảm ơn mọi người nhiều,Neutral,152
dạ em xin chào mng mng có thể cho em hỏi đề cuối kì học phần ta ổn hông ạ kiểu độ khó dạ em cảm ơnnnn,Neutral,152
chúc tất cả mọi người nỗi buồn để lại niềm vui mang theo trong năm năm nhé,Postive,152
mọi người ơi em là sv vừa rồi đăng ký tín chỉ em có đăng ký một môn học sau đó bị hủy và em đã đăng ký lại môn đó vào ngày đăng ký học phần bị hủy sau đó một khoảng thời gian em không vô check nay em vô thì thấy học phần ấy cũng biến mất em đang rất hoang mang mọi người giúp em với ạ,Negative,152
khi nào năm mới thi cuối kì ạ,Neutral,152
ad ơi giúp em với ạ cách làm đơn xin thi bù như thế nào vậy ạ,Neutral,152
dạ em xin chào mọi người chuyện là sắp tới tụi em có đăng ký tín chỉ thì kì tụi em sẽ đăng ký thể dục mà trong các học phần em xem về gdtc có phân biệt em hơi bị thắc mắc khoản này mong anh chị giải đáp giúp em về sự khác nhau giữa các học phần gdtc đó em cảm ơn mọi người chúc mọi người năm happy vui thật,Neutral,152
mn ơi mn có thể cho e xin một vài đề cuối kì triết năm ngoái được không ạ em mông lung với môn này quá ạ vui thật,Neutral,152
mọi người cho em hỏi trường mình bao giờ được nghỉ tết và lúc nào đi học lại ạ tụi e quê ở xa không biết thế nào để đặt vé cháy vé hết rồi huhu,Negative,152
hi chào mọi người ạ em là tân sinh viên khóa học bổng chắc hẳn là mục tiêu của nhiều người đúng không ạ và em không phải ngoại lệ mọi người cho em hỏi cách thức xét học bổng như thế nào vậy ạ tiêu chí nào sẽ được ưu tiên trước để xét em không tham gia lcđ hay clb nào mà chỉ là ban cán sự thì điểm rèn luyện đấy có thể ổn để lấy học bổng không ạ,Neutral,152
mọi người cho em hỏi chủ nghĩa xh khoa học nên học ai ạ em cảm ơn ạ,Neutral,152
em đang có nhu cầu mua lại máy tính casio vì kinh tế hơi khó khăn em mua trong group thì bị lừa đảo anh chịbạn nào có nhu cầu pass lại thì cmt dưới post cho em vào ib với ạ mong ad duyệt cho em ạ,Neutral,152
ơi em học ngành quản trị khách sạn đang tìm chỗ học tiếng trung online giáo trình chuẩn hsk ạ aim cao chút mục đích giao tiếp đi làm ạ hi vọng nhận được sự recommend từ các anh chị đi trướcccc,Neutral,152
em chào anh chị ạ em là nhưng mà từ lúc bắt đầu học tới bây giờ dường như em hiểu sai lệch về kiến thức trên lớp hay sao mà lần nào em kiểm tra cũng chỉ được điểm mặc dù em có lên ytb cũng như tìm kiểu các trang tài liệu để học lại nhưng điểm cũng k có tiến triển gì em có hỏi mấy bạn điểm cao nhưng có lẽ mấy bạn cũng k muốn bày chỉ có cười cho qua sắp tới thi cuối kì nhưng em vẫn chưa biết khắc phục kiểu gì hết ạ anh chị đi trước có kinh nghiệm có thể cho em biết em đang sai ở đâu k ạ,Negative,152
cần có những người lớn tuổi hơn và thấu cảm để có thể định hướng cho con trong nhiều việc viết ra như này cũng khá nhẹ nhàng nhưng được hiểu và được định hướng tương lai để không bị như vậy nữa thì sẽ tốt hơn nữa và con cần có thêm nhiều lần trao đổi với gia đình để ba mẹ đưa lời khuyên cho mình,Negative,153
đi làm thêm đi bạn làm quái gì cũng được vừa va chạm vừa đỡ chán có thêm mối quan hệ bên ngoài nữa lại còn có tiền đi chơi nữa,Neutral,153
kiện và qùa tặng mời các bạn ghé mua khi cần ạ,Neutral,153
giống nhau quá điii,Neutral,153
sao e co don,Neutral,153
tại iem nhớ chị á,Neutral,153
người nhạy cảm ở một mình dễ tâm trạng lắm kiếm bạn rủ nhau đi chơi đi me,Postive,153
giống giống mà khác khác,Neutral,153
đúm cảm giác của tui lun nơi,Neutral,153
nhắn với mình nè mình biết về thiền và cũng từng như bạn hihi vui thật,Postive,153
mình cũng là kẻ thất bại cũng có thể gọi là kẻ bị ruổng bỏ cũng được nhưng mình xin có chút chia sẻ trong lúc trong người đang có ít cồn như sau xin phép được trích lại câu nói của một người anh trong clb của mình mọi thứ đến với mình đều có ý nghĩa sẽ dạy cho mình điều nào đó vậy nên hãy cứ chấp nhận nó với mình hãy cứ tiếp tục sống và học tập làm việc rồi bản thân sẽ tìm ra thứ khiến bản thân có một chút gì đó thư giãn đau buồn tức giận tuyệt vọng là những cảm xúc rất bình thường và nó là điều hiển nhiên như câu nói trên nó sẽ dạy chúng ta một điều gì đó giúp ta mạnh mẽ hơn trân trọng những khoảnh khắc hơn chẳng hạn vì vậy hãy cứ tận hưởng đừng lo lắng đời vô thường lắm suy nghĩ bản thân tồi tệ riêng mình dễ tự cao nên cũng luôn tự hạ thấp bản thân mình để mình luôn cố gắng đạt đến một tầm cao hơn tuy vậy mình nghĩ ta nên giữ suy nghĩ không còn gì để mất cứ việc làm không sợ gì cả cứ việc tiếp tục mà chẳng phải sợ hãi gì cả không quan trọng mình vấp ngã thế nào quan trọng là mình đứng dậy ra sao mình tin bạn mạnh mẽ mà cố lên mình cũng chẳng phải gpa như mấy anh chị trong clb mình chị thấy thì react tin này giúp eimmmm nhưng mà tự học thì mình cứ tìm tài liệu trên mạng và đọc thôi cứ đọc và đọc và lựa ra những ý tưởng mình thấy hay cố gắng kết nối ra bài viết tổng thể đảm bảo sự logic để giải thích cho vấn đề mình muốn là được riêng về trên lớp mình tin bạn nên cầm theo laptop để take note liên tục đấy một buổi trên lớp học marketing tớ take note liên tục vào slide rồi dành thêm tiếng soạn lại thành file word đảm bảo học không thì cũng đỉmmm đó chỉ là chia sẻ từ một thằng thất bại như mình thôi mình cũng tuyệt vọng đủ nhiều đến mức nó tự chuyển biến tự chuyển hóa thành tích cực rồi vậy nên hãy nhìn mọi chuyện tích cực tí không quan trọng là tiêu cực bao nhiêu mình cứ việc khai thác được mặt tích cực của sự việc được bao nhiêu thì hay bấy nhiêu hiiii mong bạn tin vào câu nói này có tuyệt vọng thì mới có hi vọng cứ enjoy cái mô mừn này hoy tái bút à còn một trick lỏ nữa là đừng kì vọng nhiều quá nhưng hãy cứ làm bằng tất cả tâm huyết của mình cố gắng tách riêng ra như thế sẽ cho bạn một kết quả bất ngờ đấy,Postive,153
à ra zậy,Neutral,153
tại cảm xúc nó hơi nhanh phục hồi nên đôi lúc tớ hơi vô tâm cin lui vui thật,Negative,153
mình có thể liên lạc với bạn không ạ mình cũng đang rơi vào hoàn cảnh y bạn vậy,Neutral,153
trầm lặng trong chính mình e ké xin cách học ôn thi hiệu quả ạ,Neutral,153
tâm sự trong lòng mà không biết nói ai đến ngay đêm nhạc sao yêu thương để kiếm ngay một anh đẹp zai ngol nành cùng tâm sự every nighttttttt link gía vé thời gian ngày địa điểm hội trường f trường đh bách khoa đhđn,Postive,153
nhà xe thì ổn áp hơn rùi nhưng mà sẽ tuyệt vời hơn nếu luồng đi từ ktx ra khum bị gập ghềnh nữa,Neutral,154
kim cương quan điểmmmmm,Neutral,154
kiện và qùa tặng mời các bạn ghi cần thì ghé tham khảo nha,Neutral,154
chờ có nhà xe ktx thì tui khen nha chớ xe tui mùa mưa nào cũng phải sửa vui thật,Postive,154
cả luồng đi từ dốc khu g vào nhà để xe ktx nữa,Neutral,154
hì hì thui ngắm bãi giữ xe xong òi qua ngũ hành sơn ngắm phụ kiện nhaaaa,Neutral,154
trưa từ kí túc xá tới sảnh a e có làm rơi chùm chìa khóa có móc khóa su hình gấu nhỏ nhỏ ai nhặt đc cho e xin lại với ạ em cảm ơn nhiều,Neutral,155
chấm chấm,Neutral,155
tag cho nổi bài,Negative,155
bắt chước tui mất chùm chìa khóa hả,Negative,155
mình có nhặt được chìa khóa xe của bạn nào để quên thọa bàn phòng bạn nào để quên đến chỗ khu vực tìm đồ thất lạc tại căn tin lấy lại nhé,Neutral,155
hôm mình cs để quên cục sạc dell dưới bàn tại ai cầm đc cho mk xin lại với ạ,Negative,155
chào mọi người chiều hôm nay em có làm rơi một chiếc thẻ ngân hàng vietcombank trên đoạn từ atm trước cổng trường vào khu ktx số thẻ chủ thẻ cam ba diep ai nhặt được cho em xin lại với ạ em cảm ơn nhiều ạ,Neutral,155
năm sau ngta nt trả cho nhe,Neutral,155
tốt bụng quá,Postive,155
có được cộng đrl không phúc,Neutral,155
xịt thử đi em vui thật,Neutral,155
kh ai nhận thì em airpods anh chai xịt nha vui thật,Neutral,155
share share,Negative,155
thoi giữ làm của riêng luông ii,Neutral,155
tùm bậy tùm bạ,Negative,155
liên hệ đi cà phê đc k,Neutral,155
bi thì đao,Negative,155
có ai nhặt được gpa của mình rơi từ hki năm nhất k ạ,Neutral,155
qua a nhặt nè,Neutral,155
tối hôm tại sân banh số trường mình em có để quên chiếc đồng hồ cassio cạnh khung thành màu bạc vô tình e để quên hi vọng ai nhặt được cho em xin lại với nhé ạ em cảm ơn rất nhiều ạ,Neutral,155
em có làm rơi cái cavet xe biển số có ai nhặt được liên hệ em với ạ,Neutral,155
ơn b nha,Neutral,155
bạn nào nhặt được người iu mình cho mình nhận lại ️,Postive,155
mày đúng honggg phá nhà kao còn trộm người iu của kao haa,Negative,155
cóa lun hẻ,Neutral,155
nay thấy mày điêng dữ lắm á vui thật,Postive,155
mình có rơi thẻ từ gửi xe số có bạn nào nhặt được không ạ,Neutral,155
coi nơi căn tin thử đi aạaa,Neutral,155
khổ,Negative,155
nge ns bạn mất mấy điểm thi rồi tìm lại được chưa,Neutral,155
có điểm mô mk mất,Negative,155
thor jai hhh,Postive,155
comment tee var thẻ sia bang t mee khn kep dai,Negative,155
ment leo,Negative,155
post chưa,Neutral,155
tìm giấy khen,Neutral,155
đớn,Negative,155
có ai nhặt được thẻ sinh viên tên mình không ạ,Neutral,155
tìm áo mưa có ra khum taaaa ninh thị bảo trâm,Neutral,155
có ra ra ngoài mua áo khác,Neutral,155
tìm ra dây sạc chưa,Neutral,155
chưa mua cái mới lun rồi,Neutral,155
ko có khóc,Negative,155
t nhớ bạn mượn ta có tóc màu bạc bạc,Neutral,155
thứ ngày mình có để quên áo mưa hoa hòe lá hẹ màu xanh dương đậm trên lan can trước thư viện biết là mất rồi nhưng mà vẫn tìm,Negative,155
vào tìm cái dù nè,Neutral,155
kh biết thẻ từ về đâu,Negative,155
chắc là chỗ mô trên trái đất ni,Neutral,155
tìm chìa khóa xe nè tường vy,Neutral,155
mình đánh rơi ngiu thì có tìm đc không,Neutral,155
khó nha mình,Negative,155
chấp niệm cái chìa khóa xe mãi thôi ai lụm được cái chìa xe candy em đánh rơi từ hồi năm nhất thì cho em xin lại với,Neutral,155
chú thích giờ em năm nữa vui thật,Postive,155
góc này tìm áo mưa có ra hong z hồng nhung,Neutral,155
kó,Negative,155
em cần tìm lắc tay đánh rơi như hình ạ,Negative,155
có bạn nào nhặt được thẻ sv tên mình không ạ,Neutral,155
qua đông á nhận lại nha em,Negative,155
nghe có mùi qua đông á thiệt rồi đây,Neutral,155
cái quần què gì để rớt thẻ miết vậy m,Negative,155
thẻ thích chơi trốn tìm nguyễn đức lĩnh,Neutral,155
ngất nga ngất ngưỡng,Negative,155
e nhặt được tsv này ở mixue đường phan tứ ạ,Neutral,155
có ai thấy thẻ sinh viên mình ko ạ,Neutral,155
chừ tìm cái chìa khóa thì còn ý nghĩ gì nữa,Neutral,155
may hong thôi tìm chiếc xe luôn gòi vui thật,Negative,155
vừa tìm vừa run,Negative,155
hắn kéo chị em mình đi làm một vòng nhà xe muốn xỉu,Neutral,155
hôm trước em có đánh rơi chiếc ví màu xanh ở trường trong đó có cccd nguyễn thị linh giấy tờ xe thẻ atm néu ai đó nhặt được giúp em để lại cmt với ạ em xin cảm ơn,Neutral,155
cần tìm chiếc dù bỏ quên vào buổi sáng ở phòng nhày hope,Neutral,155
có cái nịt e nha,Neutral,155
đou đớn và gục ngã,Negative,155
mình làm rơi cái airpod pro có case như trong hình ai nhặt được cho mình xin lại có hậu tạ ạ mình cảm ơn,Neutral,155
ai nhặt đc thẻ sinh viên tên mình k ạ,Neutral,155
mình mất người yêu ad ơi,Negative,155
mình nhặt được tsv của bạn hoàng hữu thành lớp nhé,Postive,155
qua đi thi tin ở phòng lúc có ai nhặt đc cục sạc mt k cho mình xin lại vs buồn thật,Negative,155
mình làm rơi chìa khóa xe có cái bọc da sáng lúc đến ai lượm được cho mình xin lại vs buồn thật,Negative,155
của bà pk,Neutral,155
đrui bà,Neutral,155
hiếm lắm mới có người tốt như bạn,Postive,155
ơn b nhiều ạ mk ib rồi nhaa,Neutral,155
bạn không gọi tui sớm bữa tui thấy mà tui nghĩ ai ngồi bàn đó r nên thôi tui đi,Negative,155
nguyên nghỉ chơi thôi tệ quá,Negative,155
mình nhặt được thẻ sv ở hoàng diệu ai biết bạn này thì liên hệ mình lấy lại nha,Postive,155
mng ơi mình có rơi cái cà vẹt xe tên võ thị út sinh năm có ai nhặt được cho mình xin lại với ai,Neutral,155
mình lụm được cái thẻ xe này ạ,Neutral,155
xem thêm bình luận,Neutral,155
kỳ mới post tìm đồ mới ai mất đồ hay nhặt được gì cmt tại đây nhé,Neutral,155
mình bị mất một cái ví màu đen trong đó có cccd thẻ ngân hàng bidv thẻ sv bằng lái xe thẻ từ cà vẹt xe máy ai nhặt được thì ib mình với ạ buồn thật,Negative,155
