content,emoji,comment,current,time,comments_size
"['Họ năm tốt\nTôi ""nằm"" tốt ']","['Tất cả, 376', 'Haha, 195', 'Thích, 155', 'Yêu thích, 17', 'Buồn, 9']","['Nguyễn Vũ Duy chắc là chị rồi', 'Nguyễn Phương Linh', 'Nguyễn Bích Ngọc', 'Đức Minh bro có cần thuê người chụp với background ni không', 'Ngaa bro tìm được tên tôi thì tôi sẽ thuê =)))', 'Đức Minh hàng thứ7 từ dưới lên bên trái', 'Ngaa bro có muốn chụp ké không mình cho chụp chung tấm nè', 'Nguyễn Trần Khánh Hạ tìm lé mắt', 'Ngân Hà tên t cao quá với kh tới chụp kaka', 'Bảo Hân có cậu khomm =))', 'Kỳ Kỳ', 'Chúc mừng nhé\nPham Vũ Anh Thư', 'Huỳnh Thị Lệ Hoa Ủa chị đâu có thấy', 'Ánh Ngân em chọc', 'Huỳnh Thị Lệ Hoa cảm ơn bà nhé', 'Lê Lê Tuấn Hải tên mài ở mô', 'Nguyễn Anh Thơ tìm đi cho 20', 'Nguyễn Phương Hiền', 'Nguyễn Bích Ngọc ngưỡng mộ quá', 'Hiền Trần sau order ở non nc cho ẻm 1 cái cẩm thạch cho noá chất lượng đi cô', 'Đậu Nguyễn Trà My', 'Trúc Ngọc thôi bạn à.Cái gì xấu thì che lại', 'Phung Ngoc Anh thấy cái bục không', 'Nguyễn Quốc Toản sao hong có bóng bay với chong chóng', 'Phung Ngoc Anh Đây ở sân trường, bóng bay chong chóng là trên hội trường ạ', 'Nguyễn Quốc Toản ra zay', 'Đức Trãi shao chưa thấy idol up ảnh với cái bg này z', 'Trương Thị Quỳnh Như', 'Nguyễn Thị Siêm z là tốt rui', 'Nguyễn Thị KiềuAnh mình cái gì tốt', 'Le Anh Thu chúng ta sinh ra hoàn hảo', 'Anh Thu cô dáo ngày mai check in bảng vangg khum z', 'Võ Minh Nhật ngày mai e có lớp cùng các con iu', 'Trà My', 'Ngô Huỳnh Thanh Thuý c-chỉ biết ước', 'Nguyễn Thị Phương Thảo ko ai qua đc tôi', 'Duy Thắng đố bạn tìm đựt tên tui', 'Đỗ Lê Khánh Linh uạ ở đâu dạaa', 'Quỳnh Phạm sai chỗ mô được', 'Kim Dung ăn tốt ngủ tốt là vui r', 'Nguyễn Thị Minh Nguyệt em thấy tên chị òi nè', 'Quỳnh Như hé héeee', 'Võ Minh Nhật nhìn thấy tên bạn mình liền lun cha ơi :))', 'Mỹ Nhật tên bạn đầu tiênnn', 'Trương Thị Bình định kêu đố anh kiếm được em', 'Nguyễn Trần Khánh Hạ Thấy tên Khénh Hẹ rùi nhó', 'Nguyễn Thị Xuân Thủy ơ tên pà đâu :vvv', 'Hoàng Nguyễn Minh Minh Nguyễn Cát Tường Nguyễn Trang Lê Như Tâm cố để đc như ni nghen', 'Văn Hòa\nviết cho m chứng nhận cho r', 'Ánh Ti hahaa nói nhỏ thôi trời ơi', 'Đ. Thảo Phạm Thị Thu Vân mai check in', 'Thanh Vân ai des backdrop này đẹp quá chị ơi', 'Trần Thị Minh Nguyệt đang đi tình nguyện chưa up được']",50236,"Thứ bảy, 6 Tháng 1, 2024 lúc 17:20",53
['Đường về nhà là vào tim ta '],"['Tất cả, 110', 'Haha, 65', 'Thích, 42', 'Buồn, 2', 'Yêu thích, 1']","['Quyết thi xong mới dề, chứ dề học đ đc gì =)))', 'Trần Lê Vy', 'Dinh Khanh Linh kh được dụ dỗ ta mà', 'hí', 'nghỉ đi, rồi bị đánh vắng mấy buổi, qua tết méo cho thi cái toang lun']",51347,"Thứ bảy, 6 Tháng 1, 2024 lúc 16:11",5
"['CÔNG THỨC TÍNH ĐIỂM NHẢY \n (Điểm TB Học kỳ x Số tín chỉ trong kỳ) / Điểm số theo thang 4.0\n- Điểm TB Học kỳ: điểm tại thời điểm xem. Ví dụ hiện tại tui vào xem được 0.8 (khả năng vừa nhảy 1 môn và vì sao thì tui sẽ giải thích)\n- Số tín chỉ trong kỳ: Kỳ vừa rồi bạn có bao nhiêu tín (nếu mà bạn nộp bằng tiếng anh pass điểm thì không tính vào công thức này, thể dục cũng vậy)\n- Điểm số theo thang 4.0: Ví dụ A thì được 4.0 và B thì được 3.0\nGiải thích công thức theo cách dễ hiểu như sau (lưu ý vào xem thường xuyên để tăng độ chính xác)\nNhư ví dụ hôm qua tui đang là 0. và hôm nay vừa lên 0.8; chính vì tui vào xem thường xuyên nên tui đoán vừa nhảy 1 con. Và kỳ vừa rồi có 5 môn tương ứng 15 tín. Áp dụng công thức như sau:\n0.8 x 15 = 12\nVà vì mới nhảy 1 con nên điểm của tui hiện tại con đầu tiên là A. Theo tình hình thi thì đoán đó là môn …\nKhi nhảy con thứ 2, ví dụ nhảy lên 1.2; áp dụng công thức tính được: 1.2 x 15 = 18, và trừ đi 12 ở con đầu tiên sẽ được: 18 - 12 = 6.\nVậy 6 sẽ tương ứng với con C (vì mỗi môn 3 tín mà)\nTương tự và tính vậy thôi.\nVới những người đã nhảy 2-3 con thì tự tách số ra. Ví dụ nhảy được 1.8 x 15 tín = 27. Suy ra có thể có những trường hợp như:\nA A D\nA B B D\n…\nDựa vào tính hình thi của mình rồi đoán thôi. Chúc các bạn tính thành công ']","['Tất cả, 251', 'Thích, 184', 'Haha, 40', 'Buồn, 16', 'Yêu thích, 7', 'Wow, 3', 'Thương thương, 1']","['DUE Troll mình có 5 môn 3 tín và 1 môn 2 tín\nvà điểm nhảy 2 lần, lần 1 là 0,71 và lần 2 là 1,24. Tính tính giúp mình với ạ.', 'Đan Lee mình nghĩ bạn đang có 1 con A, 1 con B', 'Đã học đến năm cuối nhưng t chưa dám đọc cái cách tính ni\nđợi điểm nhảy dần dần cho hấp hối..\n.. à nhầm hấp dẫn', 'Hạ Tâm ok chị ơi.', 'anh chị ơii điểm nhảy là điểm gì vậy ạa, em đọc em kh hiểu thiệc', 'Phan Thị Hồng Anh điểm nhảy về học lại đóa', 'Dương Hải', 'Văn Hòa em không tính kiểu ni. Mà dừ em cũng ko nhớ e tính kiểu chi nữa', 'Hồng Duyên aiu', 'Sen 4chấm chia đôi:((', 'Lệ Thu anh chắc D quá bé ơi', 'Hồng Duyên chứ còn ai vào đây', 'Hồng Duyên D hay Duyên', 'Lệ Thu con D trong A,B,C,D á elm', 'Hồng Duyên ò ò', 'Thái Phi dô tính', 'Ngân Lê đau đầu quá, đợi điểm', 'Thái Phi mong tết đc ăn ngon', 'Ngân Lê thôi thì chắc tết này ngon đó', 'RỚT MÔN!', 'Thuỳ Dương đọc đi xí t dò bài', 'Minhh Thư hắn sợ ngủ k đc mà còn dò bài hả', 'Trần Lê Ngọc Trân hắn yếu nghề s á', 'Minhh Thư quá đủ rồi', 'Nguyên Nguyễn :))))', 'Bảo Bảo Gia Gia check chưa', 'Phan Thị Thục Anh chưa :((. Tính này làm j bằng excel tính :)))', 'Lê Châu coi như t ko thấy', 'Khanh My tự dưng mờ mắt k thấy gì cả m ơi', 'Lê Châu uk hắn mờ mờ', 'Khanh My chắc hoa mắt ớ. Cta nên nghỉ ngơi thoi', 'Lê Châu ngủ cho đỡ sợ', '??', 'thử coi bước nhảy xem, nhảy lên, nhảy xuống là đoán điểm được ngay mà :))', 'Thùy Nguyễn\nđó chỉ là quá khứ', 'Hươngg thả đây', '?', 'Mn ơi cho tui hỏi cách coi điểm bị thay đổi hay sao ạ, tui bấm vào “tra cứu điểm ct 1” nó hiện ra như này, bấm ở đâu để coi điểm ạ', 'Nguyễn Phạm Diệu Hiền Uyên My Bùi Thị Phương Trinh', '?', 'Hữu Nhân nè fen thích nhảy cha cha cha dô giải thích cho bạn :)))', 'Tâm Trần đọc chả hiểu gì :))', 'Hữu Nhân khó hiểu ngang ngửa vĩ mô chứ đùa', 'là do t khờ hay gì mà t thấy khó hiểu như lúc t được giảng về chơi hụi dị ta', 'Thu Lý ib để lina tính dùm cho', 'Nguyễn Bích Ngọc you viết bài này hả=))', 'Hồng Hà không hiểu buộc hiểu', 'Thu Thủy đợi nào họ nhảy gấp 4 mình rồi nghĩ', 'Diệu Linh thì ra nhảy điểm là như nàyyy', 'NL Mỹ Nguyên đến rồi', '???', 'Hoàng Oanh Quyền Diệu ảo giác :))', 'Phương Trinh mặc dù đã tốt nghiệp nhưng vẫn ko biết cách tính nha', 'Hồ Mạnh Hiền gửi qua tính dùm cho', 'Tú Quyên Quynh Le Ngoc vô tính điểm nhảy liềnn', 'Thuy An thôi thì đợi điểm luôn vậy', 'Tran Nghia Anh Khoa Hoàng Trang mời tính :)))', 'Phuong Anh Ho mịa vô coi nhảy 1 lần 0.27 tính thế éo nào được', 'Ti Na tự nhiên cái ngựa vô tính thử xong sợ ma quá', '29 suy ra mấy trường hợp đi bà :))', 'Thủy Tiênn có thể A A D C', 'Ti Na dume vd mới vô 3 môn đc ko, chớ có D tui hoảng quâ', 'Ti Na ngựa vô coi làm chi chắc mai đi chơi ko nổi', 'Thủy Tiênn chưa nhảy xong đâu đừng lo', 'Trần Thị Nhã Uyên tính điểm quá dễ dàng với excel', 'Trần Thị Lê Na để hỏi xem ai cần công thức hong', 'Tính điểm thi mà cứ AA BB như tính gen lặn với gen trội vậy, áp lực xỉu', 'Ủa mng ơi e đọc lui đọc tới vẫn chưa load đc ấy ạ\ncụ thể điểm nhảy là ntn, có ảnh hưởng gì đến kqu mình ko ạ', 'Mai Hiềnn bà viết đúng không', 'Thảo Linh Phan Quang Vũ vô tính dùm b', 'Đức Hưng tui kêu bạn 3 con A mà bạn còn k chịu', 'Thảo Linh vẫn chưa hiểu', 'Đức Hưng 3.9 ko nói nhiều', 'Vũ Hà My', 'Lee Trinh đây đây', 'Hà Võ', 'Vân Nhi hiểu k hồi tính giùm t với m', 'Hông hiểu thì cmt dưới bài này tui tính cho =)))', 'Lệ Thu 4.0 thẳng tiến chưa bé', 'Nhi Lê kinh nghiệm sinh viên 4.0 cho hay', 'Thôi tính làm gì =)}}} biết sớm hay muộn cũng vậy à, mất hay ko mất tết']",52273,"Thứ Sáu, 5 Tháng 1, 2024 lúc 21:12",81
['Mắt không thấy tim không đau '],"['Tất cả, 112', 'Thích, 52', 'Buồn, 34', 'Haha, 25', 'Yêu thích, 1']","['Nhảy 1 lần luôn được k , bữa chừ đau tim mấy lần r', 'Sao điểm của e k nhảy, vẫn 0.000', 'Nguyệt Hàn Băng c ơi điểm ko nhảy là có bị sao k c', 'Nguyễn Thị Thúy Hà k sao á e do họ chưa nhập thoi', 'Phan Xuân Triều Tran Phuoc Anh cứuuuuu', 'Thày vì trùm lưới lên đầu, s e k mang tất lưới ra cầu Thuận Phước? Lấy lỗ làm lãi liền e ơiiii']",52829,"Thứ Sáu, 5 Tháng 1, 2024 lúc 20:00",6
['DUE-er được nghỉ Tết 3 tuần liền (29/1 -18/2)'],"['Tất cả, 285', 'Thích, 203', 'Buồn, 56', 'Yêu thích, 15', 'Haha, 9', 'Wow, 2']","['Thông báo chi tiết', 'DUE Troll chính la em', 'Phạm Thị Thu Vân tự cho phép nghỉ 1 tháng', 'Minh Ngọc', 'Uyên Trúc Trà', 'Võ Ngọc Thanh Hoài\nxiuz đùng', 'Queo', 'Adam Em đã bảo là 29 mà :)))', 'aigooo :)) anh tệ thật ấy chứ', 'Hồi xưa nghỉ tết 3 tháng lận chứ 3 tuần ăn thua gì', 'Dương Gia Huân đúng đúng. Nghỉ riết xong quên mất là mình đag đi học luôn', 'Trang Phan thua t tau nghỉ hơn tháng lận', 'Ngọc Châu Đặt vé 22 về =))', 'Trang Phan 30 rồi về 22 sớm quá', 'Thanh HiềnPhạm Thị Thu Thảokhông mấy về quê nghỉ tết luôn hông', 'Thông báo chi tiết !!! http://due.udn.vn/.../thongbaochitiet/id/18395/bid/456...', 'Có thể là 1 tháng nếu bạn đặt vé về từ 18/1', 'Nghỉ zữ mấy bạn']",53601,"Thứ Sáu, 5 Tháng 1, 2024 lúc 11:37",18
['Điểm an toàn \nĐón Tết an lành'],"['Tất cả, 271', 'Thích, 152', 'Yêu thích, 61', 'Haha, 46', 'Thương thương, 7', 'Buồn, 5']","['Độ con', 'Võ Bích Đào check điểm chưa, coi có nhảy ko', 'Tess Diệu đợi ra hết điểm r check/mày biết r mà', 'Phước Nguyễn em thấy em hơi lạnh r', 'Thanh Sang anh cũng vậy mà em']",54411,"Thứ Năm, 4 Tháng 1, 2024 lúc 20:46",5
[],[],[],55202,
"['Trong lúc mọi người đang không biết trường mình nghỉ tết từ 22/1 hay 29/1, tôi đặt vé về quê từ 14/1']","['Tất cả, 308', 'Haha, 185', 'Thích, 108', 'Buồn, 12', 'Yêu thích, 2', 'Wow, 1']","['Lớn r tự giác', 'Có được hân =)))', 'Thùy Linh đặt vé chưa', 'Khánh Dung chưa mà sắp hết slot r', 'Thùy Linh chắc là 29 mới nghỉ r đó, mà 29 t2 r thì tầm 26-27 về', 'Nguyễn Thị KiềuAnh tự giác điii', 'Le Anh Thu kỹ năng tự giác này quan trọng nhất rồi', 'Duong Hoang Oanh gục ngã', 'Diễm Quỳnh tính ra ko ai qua bà', 'Chi Phạm tưởng idol chạy show k á bà ơi . 31/12 zề rồi', 'Mỹy Hạnh hahahha bởi ai qua', 'Chi Phạm Mỹy Hạnh chạy KPI cuối năm á bà =)))', 'Hoàng Mi lẹ leenn ko hết vé kk', 'mình phải tự giác thôi kkk', 'Hoàng Trà chốt 15 đi', 'Phạm Thị Mỹ Ly đặt 16 r', 'tôi ở đây là Kimm Oanh + Phương Thảo à ¿', 'Thùy Nhung Lê xin lỗi chớ t hơi bị chăm học', 'Đặng Hồng Dung Kim Chi Phương Nhi Mỹ Hương tự giác', 'Thảo Ly lớn rồii', 'Đúng đúng, lớn rồi tự giác lên', 'Nguyễn Thị Trà My tự giác thôi, thi xong bắt xe dề', 'Lê Hữu Truyền', 'Thái Mai Hoa book studio chụp tết nhanh để về:))', 'Võ Thị Ngọc Linh dạ :))', 'Hom ai khác là Đặng Hường :(((', 'Kiều Trinh chắc t cũng rứa quá :))', 'Phương Anh Tôn Nữ dù reng t cũm quen ở 1 mình rồi', 'Kiều Trinh ai ai mới là người hay ở một mình :))', 'Minh Diệu tự giác á bà=)))', 'Bảo Trâm về thôi', 'Hương Hà Sương chính chị', 'Lee Hong Nhungg tui còn chưa đặt đâuu nhaa, về cái học tiếp có mất Tết à', 'Em đặt ve 18/1', 'Thương Ngọc My Phạm đặt đại rồi về với mẹ iu thôi', ""K' Tuyết hzzzzz tôi phải dời vì vắng 1 bủi trừ 1 đỉm"", 'Quý Đạt cho 1 vé ngày 7/1 nha', 'Trần Đức t về nghỉ tết bữa chừ r', 'Cuối tuần ni về luôn đc ko chơ nhớ nhà quá', 'Nha Uyen tôi cũng muốn', 'Pass sách cùng Phạm Hưng Nguyễn Thúy Hằng', 'Trong lúc mn quan tâm đến lịch nghỉ Tết thì t 46K bắt xe về quê từ trước Noel, và không cần quan tâm đến lịch nghỉ', 'Thi Anh Thôi hết tuần về:))', 'Hiền My hay z quá, mai về luôn đii', 'Trịnh Thành Long', 'Cao Linh Chi về quê thôi chy', 'Phạm Khải t với m về từ giờ là hợp lý', 'Cao Linh Chi ở đây k chứa chúng ta', 'kệ i']",55892,"Thứ Tư, 3 Tháng 1, 2024 lúc 19:31",49
['Lịch thi cá nhân đã được cập nhật trên Web trường !!!'],"['Tất cả, 145', 'Thích, 127', 'Yêu thích, 15', 'Buồn, 3']","['Trần Thị Hương lịch thi chill lắm', 'Trần Thị Hương sinh nhật vui hay k tuỳ thuộc vào toán', 'Mai Trâm', 'Ngọc Hà', 'Anh Thư Thu Hà Ngọc Trần Nguyễn Bảo yeeee', 'Lê Lê Tuấn Hải :)))) có đin hok', 'Lê Lê Tuấn Hải mài coi phim quá mài đin ròiiii', 'Lê Lê Tuấn Hải Kao ám ảnh á', 'Đi ôn bài thôi Hoang Anh Bùi Nguyễn Ái Vy Thành Đạt', 'Ngô Như Quỳnh tối ni ở thư viện nghe', 'Đăng nhập -> Trình đơn cá nhân -> Tra cứu lịch thi học kỳ -> Kỳ 1 23-24 là ra nhennn', 'Mắt không thấy tim không đau:))', 'Phan Thị Minh Châu sáng 18 thi toán', 'Phan Thị Minh Châu mất tết luộ chứ còn sinh nhật gì nữa:))']",56563,"Thứ Tư, 3 Tháng 1, 2024 lúc 16:57",14
['49K cứ ngỡ thi đại học là cuộc chiến khốc liệt nhất cho đến khi đăng kí tín chỉ '],"['Tất cả, 229', 'Haha, 92', 'Buồn, 68', 'Thích, 65', 'Yêu thích, 3', 'Wow, 1']","['kh thở nổi là có thật', ""Oui c'est ca, le service est indispensable chứ\nTrâm Huyền"", 'Tuong Quang chú dạy con Toeic, mà s chú dùng tiếng Pháp để trò chuyện vs con v, thật bất cônggggg :((', 'Trâm Huyền đâu từ này tiếng anh mà', 'Tuong Quang kiến thức này xin đc phép tiếp thu ạ hihi', 'Trâm Huyền\nthiết yếu kakaks còn indisponible là không vô được kakaka', 'Trâm Huyền cong nhể, người này dáng quen', 'Y như cách tui thi đại học', 'Như Yến', 'Hồng Hà run hơn lúc thi đh', 'Như Yến ngồi cứ nam mô a di đà lạt', 'Hồng Hà thế mà kh qua nỗi kiếp nạn GDTC', 'Kh hồi kết :))', 'Viet Anh hôm sau làm lại:>>', 'Ung Yến Vy tự nhiên thấy c cũng dưỡng thê :333', 'Mỹ Diệu chứ bth kh dưỡng thê hả :))', 'Ung Yến Vy hay dưỡng thê hơnnnn', 'Ko nhầm môn thì cx bthg thoi', 'Như Ý Hoàng xaoo cậu bỏ tôi học CL 1 mìnhhhhhhh', 'Nguyễn Quỳnh toii khom nhầm thì toi cũm ko bỏ cậu huhu', 'Võ Thị Kim Ngân ấy ni đầu xuôi đuôi lọt mà hơi ấy nha ấy', 'Hoàng Ngân t đã thực sự gục ngã\nbất lực á', 'Mỹ Đức hơn cả thi ĐH kìa:))', 'Nhung Lê khóc mấy hồi :)))', ':))) Nhi Trần', 'Nguyễn Châu Thất học :(((', 'Đki đc rồi hủy thì cx bth th', 'Nguyễn Ngọc NhưYs rì viu đi nèo', 'Thảo Ly chill 6p 3 môn kakakaka', 'Biết z khỏi canh =)))', 'Biết trước thì ngủ cho rồi', 'Nói chum là c-cũng nhàn...', 'ai đổi gdtc 2 td nu 13 với vvn 01 k', 'Trần Thị Hiền thấy cũng may mắn kk', 'Khoi Pika nay có cả tiếng Pháp sao mình ko bik nhỉ =)))', 'Trễ có 30s mà sao nó hay zị', 'Diệu My Trung Hiếu Nhi Hoàng Lê Nhi Bảo Ngọc quá khốc liệt', 'Quỳnh Như tôi mạnh mẽ, tôi tự tin, tôi làm được', 'Quỳnh Như gọi tôi là gì', 'Diệu My dịu ơ', 'Nguyễn Trần Trung Hiếu vãi nghệ', 'Lê Nguyễn Quỳnh Nhi ghê gớm quá rồi', 'Diệu My ông xã ông xã ông xã', 'Nguyễn Trần Trung Hiếu học hư a long rồi', 'Lê Nguyễn Quỳnh Nhi mới ting ting cho ẻm gòi', 'Nguyễn Trần Trung Hiếu 10 năm nữa tháng nào cũng ting ting cho ẻm mà, làm trc đỡ bỡ ngỡ iem', 'Lê Nguyễn Quỳnh Nhi rứa sau 10 năm mình là j của nhau', 'Lê Nguyễn Quỳnh Nhi 10 năm hơi xa , sang năm ii', 'Nguyễn Trần Trung Hiếu hay v quá', 'Quỳnh Như chủ nợ hay là zk iu', 'Nguyễn Trần Trung Hiếu', 'Đăng kí tín chỉ còn ghê hơn thi đại học =))', 'Nhật Ny Hoàng Ngọc Thuỳ Linh thỳ ý là không muốn lộn mèo g cũn phải lộn mèo s', 'Mai Yến Nhi ý là hắn k cho t vô web để đki dù là 1 tín luôn á m', 'Hơn săn sale shoppe nữa bây ơi', 'hơn 1 tiếng đ được môn nào', 'My Chi Ly Châu gọi tôi là gì !!?', 'Hoàng Ánh Ngọc anh longggg', 'My Chi ông xã đời m chơ', 'Hoàng Ánh Ngọc bà xã', 'Gia Linh hz', 'Nguyễn Thị Tuyết My cục sống mà', 'Nguyễn Hoàng Nhung sao quen dữ', 'Lan Vy Như Quỳnh Dương Huyền Thư', 'Diệu Linh Phan iuu chuỵy nhứtt', 'Lan Anhh Lê b trả công cho toi đii', 'Phương Nhi Thi Minh Hiền Diệu 5 chục nhá :))', 'Đặng NhưÝ mùa xuân sang có hoa anh đào:))', 'Đặng NhưÝ sao mà hay tiền bạc quá', 'Hiền Diệu thời buổi kinh tế khó khăn thông cảm đi ạ', 'Đặng NhưÝ tình nghĩa chị em chúng ta đáng giá 50k th hả chị:)))', 'Thi Minh vậy thì 500k đi Đặng NhưÝ', 'Thế chốt giá 500 cành mỗi đứa nha', 'Đặng NhưÝ Phương Nhi này thì 500k:)))', 'qua thời đki tín chỉ, mà đki giùm 49k nhìn lịch học căng mắt quá Minh Minh\nhọc lsđ triết cnxh 1 lần, chắc t chầu trời ớ', '49K ngủ quên hả\nSao đky mướt rượt z Nguyễn Quỳnh Như =))', 'Trần Văn Vũ bởi vì có anh Vũ chống lưng ạ']",57270,"Thứ Tư, 3 Tháng 1, 2024 lúc 08:16",77
['Trắng tinh tươm '],"['Tất cả, 150', 'Buồn, 60', 'Thích, 55', 'Haha, 33', 'Yêu thích, 2']","['Lê Ngọc hẹn đki chung lớp mà nó lạ lắm', 'Lê Ngọc bùn', 'Vẫn mượt như ngày nào =))', 'Trân Châu Tuấnn Đạt Đoàn Trung', 'Trắng phau phau', 'Nát f5 cũng không được…', 'Nguyễn Vy ổn mak', 'Cẩm Quy t ko cíu nổi m', 'Phạm Hương Trà đừng đừng t dị', 'Giống y của t hq lun', 'cíu', 'An Tô', 'Phương Trinh trắng quá rồi sao đây', 'Tuyet Trinh có trắng bằng đường tình iu của c khum???', ""Anh ổn't"", 'gặp nhiều rồi h bớt gặp lại đi :))', 'Kiên trì f5 là được:)']",58309,"Thứ Tư, 3 Tháng 1, 2024 lúc 08:07",17
"['49K đã dậy hết chưaaaa\nLần đầu làm chuyện đăng kí tín chỉ chắc còn bỡ ngỡ, không sao đâu, sẽ như ảnh dưới đây thôi ']","['Tất cả, 208', 'Buồn, 78', 'Thích, 69', 'Haha, 59', 'Yêu thích, 1', 'Wow, 1']","['Như săn vé BornPink vậy chời', 'Web sập sáng giờ :((', 'Vnua cx hân hạnh tài trợ chương trình đk tín chỉ với chiếc web sập từ 7h30 đến 24h00 . Thậm chí sever hết mịa ngày', 'Liên Trương Trúc Linh Nhung Vo Trần Như ra trường bao năm rồi thấy cái ảnh tui cũng ớn ngang ớn dọc kkk', 'Hạnh Nguyên hên là vẫn kịp ra trường đúng hạn :))', 'Ngô Thu Thảo k là vừa bồng con vừa học r', 'Hạnh Nguyên ớn ăn', 'Linh Giang nỗi ám ảnh của Linh Giang', 'Phương Nhi Vann Anhh Bảo Nguyên Tran Anh Quan Huân Nguyễn chúc mấy đứa may mắn', 'Đặng NhưÝ c đừng trù e', 'Huân Nguyễn chị vẫn còn nhớ cái Ylisa của em với con VAnh lắm', 'Đặng NhưÝ sợ c ơy', 'Vann Anhh sợ×100000', 'Vann Anhh hỏi Phương Nhi cảm giác chưa tới giờ nhưng web đã sập thử đi', 'Đặng NhưÝ ko sao c', 'Tran Anh Quan hy vọng xíu nữa tinh thần em vẫn còn lạc quan được như ri', 'Cao Huyền46k cũng lần đầu bỡ ngỡ', 'Cao Linh Chi còn 49k thì ngồi nhìn và cười', 'Thùy Trang', 'My Duyen đừng', 'Nguyen Thi Thanh hâh gdtc', 'Giang Kim revieww đi', 'Lệ Hằng ko sao mình có ae tốt', 'Nguyen Thuc Anh Hoàng Uyên lần đầu tiên', 'Võ Hồng Hạnh nchung là tôi ổn’t', 'Mai Thị Thúy Hồng ren r', 'Thái Minh Gia Nguyên ổn áp ròii kkk', 'Phương Lê nhớ mấy quả đăng ký xong đi bán slot ko =))', 'Hoàng Vũ toi chỉ nhớ toi đki slot dùm cho pác thoy :)))', 'Phương Lê\ntôi thì cay mấy thằng đăng ký xong đi bán lại', 'Hoàng Vũ tại bác k bán :)))) răng trách ngta được', 'Hạnh Nguyên 49K r tề, 42 quá lứa hung r']",59000,"Thứ Tư, 3 Tháng 1, 2024 lúc 07:30",32
['Mỗi ngày đến trường là một bất ngờ mới '],"['Tất cả, 219', 'Haha, 116', 'Thích, 77', 'Buồn, 19', 'Yêu thích, 6', 'Wow, 1']","['Ngọc Bình Thu Phương quen ghê )))', 'Thanh Dương thầy X giấu tên', 'Thái Phi ????', 'Ngân Lê ủa', 'Nguyễn Hà Nam Trân up cái ava lên', 'Trần Lê Thanh Huyền thích ẩn náu trong bóng tối được k', 'Nguyễn Phương Thảo quen k', 'Thư Thư có khi là đó đó..', 'Nguyễn Phương Thảo tui bk ai luôn', 'Lê Trang này k đi học giúp dc gòi', 'Trần Giang quá ghê gớm', 'Nguyen Nhat Linh ta bít ai ròu', 'Thùy Linh ai m', 'Ngoc Thu Nhìn là biết ai rồiii', 'Kim Chuyên ngừ wen ngừ wen', 'Tườngg Vy Ngọc Ánh Trâm Thùy giới thiệu đi em', 'Diem Quynh Ngọc Ánh\nlà', 'Tườngg Vy', 'NH Kim Hoàn thật sự là mình rất may mắn lun á', 'Nguyệt Thu để t up dùm m', 'Hà Nguyễn giỡn mặt r đó', 'Trần Trâm Phan Thị Lan Anh Nguyễn Trang Bảo Ngân trg mk cs cji ms nè', 'nghe đồn HHà Mii mê chữ ê kéo dài Lê Tường Vy Nguyễn Hiếu', 'Trương Thị Hoàng An mê thiệt\nMà kh được gặp', 'may quá t sài được photoshop:)']",59642,"Thứ Ba, 2 Tháng 1, 2024 lúc 20:37",25
[],[],[],60218,
['Chưa thể tin nổi hôm nay phải đi học'],"['Tất cả, 122', 'Thích, 66', 'Haha, 32', 'Buồn, 24']","['huhuhu', 'Vâng']",60676,"Thứ Ba, 2 Tháng 1, 2024 lúc 07:25",2
